Country_Code,EG.ELC.ACCS.ZS,EG.ELC.ACCS.UR.ZS,NY.ADJ.DMIN.CD,SP.DYN.CBRT.IN,ER.FSH.CAPT.MT,SP.DYN.CDRT.IN,SP.DYN.TFRT.IN,SM.POP.TOTL,SM.POP.TOTL.ZS,SH.H2O.BASW.ZS,SP.POP.GROW,SP.POP.TOTL,EG.ELC.RNEW.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,ER.FSH.PROD.MT,SP.URB.TOTL.IN.ZS,SP.URB.GROW,NY.GDP.PCAP.CD,SH.XPD.CHEX.GD.ZS,SP.DYN.LE00.IN,SH.TBS.INCD,SH.TBS.DTEC.ZS,SH.TBS.MORT,SP.ADO.TFRT,SH.XPD.CHEX.PC.CD,NY.GNP.PCAP.CD,SH.IMM.IDPT,SH.DTH.IMRT,SH.STA.OWAD.ZS,SP.POP.BRTH.MF,SL.UEM.TOTL.ZS,AG.LND.ARBL.HA.PC,IT.MLT.MAIN.P2,AG.PRD.FOOD.XD,NY.GDP.PETR.RT.ZS,EN.ATM.PM25.MC.ZS,SH.ALC.PCAP.LI
LBR,8,14,31774855,36,13700,8,4,113779,2,68,2,4181563,0,2150034,51,13730,48,3,650,8,60,304,64,46,133,55,560,80,9638,28,1,2,0,0,133,0,100,4
LBY,98,99,0,21,35004,5,2,771146,12,96,0,6198258,0,1331882,21,35014,78,0,13209,0,71,40,63,6,6,1211,11710,98,1689,64,1,19,0,13,116,60,100,6
LKA,88,97,1549562,16,475799,6,2,38706,0,89,0,20425000,29,16708467,81,484638,18,0,3350,3,74,66,68,4,17,114,3360,99,3189,20,1,3,0,16,124,0,100,4
LTU,100,100,0,10,66970,13,1,136036,4,96,-1,2987773,26,990028,33,70551,66,-1,14341,6,73,62,87,8,14,896,15340,93,132,58,1,13,0,22,127,0,99,6
LUX,100,100,15334213,11,0,7,1,249325,43,99,2,530946,11,57082,10,0,89,2,106749,6,81,9,87,0,6,7096,75450,99,14,57,1,5,0,50,88,0,90,8
LVA,100,100,0,9,94492,14,1,263126,13,98,-1,2034319,66,653077,32,95066,67,-1,13822,5,73,53,87,3,15,745,13790,91,122,56,1,15,0,23,137,0,97,5
MAC,100,100,0,10,1500,3,1,342703,58,100,2,562531,0,0,0,1500,100,2,76496,0,83,83,87,6,3,1211,61400,89,0,46,1,1,0,28,86,0,95,5
MAR,95,98,188973040,21,1166926,5,2,88511,0,79,1,33333789,8,13619520,40,1167619,59,2,2904,5,74,99,87,8,34,169,2970,99,17632,57,1,8,0,9,123,0,100,5
MDA,100,100,0,10,50,11,1,142904,3,86,0,3559519,4,2044659,57,9130,42,0,2046,10,70,124,87,13,25,223,2140,92,646,50,1,5,0,29,85,0,100,6
MDG,17,62,15486603,34,118075,6,4,32075,0,47,2,22346573,49,14921477,66,128062,33,4,443,3,64,236,49,54,120,17,430,70,29580,21,1,0,0,0,126,0,100,4
MEX,99,99,8459311939,19,1581200,4,2,1193155,0,96,1,120828307,13,26092873,21,1724947,78,1,9940,5,76,21,80,2,65,562,9750,99,32987,62,1,4,0,17,112,5,99,8
MLI,25,76,1306631684,45,71229,11,6,363145,2,69,2,16006670,57,9988322,62,72216,37,5,777,4,56,61,56,12,178,34,730,65,52862,25,1,7,0,0,151,0,100,4
MLT,100,100,0,9,2201,8,1,41442,9,100,0,420028,1,24315,5,6537,94,0,21916,8,80,11,87,0,17,1984,21630,99,23,65,1,6,0,54,90,0,100,7
MMR,53,88,120664919,18,1962230,8,2,73308,0,65,0,50986514,72,36064801,70,2850599,29,1,1175,1,65,376,74,46,30,23,1140,84,44116,21,1,0,0,1,125,1,100,5
MNE,99,99,5203769,12,1390,9,1,82541,13,96,0,620601,51,218427,35,2201,64,0,6586,7,76,18,87,0,13,531,7000,94,39,57,1,19,0,27,60,0,100,6
MNG,79,96,702605228,25,61,6,2,17620,0,80,1,2814226,2,899708,31,61,68,1,4368,3,68,428,34,11,26,153,3660,99,1351,52,1,3,0,6,129,2,98,5
MRT,35,71,774696690,35,437709,8,4,138162,3,66,2,3830239,7,1976403,51,437709,48,4,1365,3,62,121,56,23,85,45,1310,80,8011,31,1,9,0,1,115,3,100,5
MUS,98,93,0,11,6353,7,1,28585,2,99,0,1255882,20,736801,58,6865,41,0,9291,4,73,13,80,1,28,398,9260,98,187,30,1,7,0,27,95,0,100,6
MWI,7,37,434638,38,125392,8,4,215158,1,64,2,16097305,91,13551999,84,128624,15,3,374,8,59,294,43,31,144,31,440,96,30284,21,1,6,0,1,180,0,100,4
MYS,99,99,354367345,17,1481361,4,2,2514243,8,96,1,29170456,7,8087509,27,2116237,72,2,10779,3,74,86,87,4,13,382,10150,97,3175,38,1,3,0,15,125,5,98,6
NAM,47,75,166320617,30,469613,8,3,93888,3,78,2,2263934,97,1274753,56,470314,43,4,5749,9,60,552,80,32,79,528,5510,84,2586,37,1,16,0,7,91,0,100,5
NER,14,61,53270661,49,46500,10,7,189255,0,44,3,17731634,0,14856981,83,46600,16,3,391,5,58,105,59,19,202,22,390,71,49380,20,1,0,0,0,140,3,100,4
