Country_Code,EG.ELC.ACCS.ZS,EG.ELC.ACCS.UR.ZS,NY.ADJ.DMIN.CD,SP.DYN.CBRT.IN,ER.FSH.CAPT.MT,SP.DYN.CDRT.IN,SP.DYN.TFRT.IN,SM.POP.TOTL,SM.POP.TOTL.ZS,SH.H2O.BASW.ZS,SP.POP.GROW,SP.POP.TOTL,EG.ELC.RNEW.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,ER.FSH.PROD.MT,SP.URB.TOTL.IN.ZS,SP.URB.GROW,NY.GDP.PCAP.CD,SH.XPD.CHEX.GD.ZS,SP.DYN.LE00.IN,SH.TBS.INCD,SH.TBS.DTEC.ZS,SH.TBS.MORT,SP.ADO.TFRT,SH.XPD.CHEX.PC.CD,NY.GNP.PCAP.CD,SH.IMM.IDPT,SH.DTH.IMRT,SH.STA.OWAD.ZS,SP.POP.BRTH.MF,SL.UEM.TOTL.ZS,AG.LND.ARBL.HA.PC,IT.MLT.MAIN.P2,AG.PRD.FOOD.XD,NY.GDP.PETR.RT.ZS,EN.ATM.PM25.MC.ZS,SH.ALC.PCAP.LI
BTN,96,99,273709,18,5,6,2,51106,6,97,1,776448,99,482034,62,144,37,3,2522,3,69,172,80,19,25,82,2340,99,416,25,1,2,0,3,98,0,100,6
BWA,56,72,176067364,24,1168,7,2,160644,7,79,1,2168573,0,729334,33,1168,66,3,7493,5,64,385,72,22,35,397,7310,95,1817,42,1,18,0,7,128,0,100,4
CAN,100,100,8728083658,10,876725,7,1,7835502,21,99,1,35535348,62,6674249,18,1016457,81,1,50633,9,81,5,87,0,10,5038,51930,91,1814,63,1,6,1,46,111,1,2,9
CHE,100,100,259249,10,1983,7,1,2438702,29,100,1,8188649,58,2153942,26,3576,73,1,86605,11,83,5,87,0,3,10014,86560,96,324,53,1,4,0,53,108,0,78,9
CHL,99,99,18947719674,13,2592790,6,1,469436,2,100,0,17613798,42,2236424,12,3820149,87,0,14794,7,79,16,87,2,48,1154,15120,95,1659,62,1,6,0,19,111,0,99,8
CHN,99,100,38907139236,12,17400000,7,1,978046,0,94,0,1364270000,22,624030741,45,76100000,54,2,7683,4,75,68,87,2,6,361,7520,99,171935,30,1,4,0,17,131,0,99,6
CMR,56,89,31569748,37,215000,10,4,381984,1,64,2,22239904,75,10235693,46,216575,53,3,1571,4,57,220,53,30,114,71,1510,87,49377,32,1,3,0,5,160,4,100,4
COD,13,42,4759759072,43,229612,10,6,545694,0,41,3,73722860,99,42626558,57,232483,42,4,487,3,58,325,48,69,127,19,440,80,237676,24,1,4,0,0,109,1,100,5
COL,97,99,1453409365,15,91944,5,1,133134,0,96,0,47791911,74,9837965,20,183946,79,1,7974,5,74,30,80,2,53,459,8020,90,10553,57,1,8,0,15,116,5,97,7
COM,72,88,0,33,9256,7,4,12555,1,83,2,759385,0,544190,71,9256,28,2,1511,7,63,35,56,6,70,68,1480,87,1426,26,1,4,0,3,105,0,100,4
CRI,99,99,1934652,14,14746,4,1,421697,8,99,1,4757575,89,1144625,24,41511,75,2,10630,7,79,12,80,1,56,829,10170,91,581,60,1,9,0,18,129,0,100,9
CYP,100,100,7557445,11,1279,6,1,196167,16,100,0,1152309,7,379905,32,6114,67,0,27407,6,80,3,87,0,4,1847,26670,99,31,58,1,16,0,38,79,0,100,6
CZE,100,100,0,10,3812,10,1,405093,3,99,0,10525347,10,2801426,26,23947,73,0,19744,7,78,5,87,0,10,1512,18800,97,274,61,1,6,0,18,102,0,99,7
DEU,100,100,4168166,8,242743,10,1,12005690,14,100,0,80982500,26,18472108,22,268775,77,0,48142,10,81,6,87,0,7,5278,47820,95,2276,56,1,4,0,57,112,0,95,8
DNK,100,100,6148046,10,745146,9,1,572520,10,100,0,5643475,55,710514,12,779528,87,0,62548,10,80,5,87,0,4,6380,63670,94,210,54,1,6,0,33,104,0,82,9
DOM,98,99,762048290,20,13782,6,2,415564,3,94,1,10405844,13,2323625,22,15864,77,2,6348,5,73,53,80,4,98,371,6170,91,5793,59,1,6,0,11,140,0,99,5
DZA,99,99,15007616,24,97828,4,2,242391,0,93,2,39113313,0,11647553,29,100239,70,2,5466,6,75,72,80,7,10,357,5470,95,20727,60,1,10,0,7,142,20,100,6
ECU,98,99,141192142,20,662356,5,2,387513,2,91,1,15903112,49,5842644,36,1030563,63,1,6396,8,75,41,80,3,75,551,6130,83,4407,54,1,3,0,15,118,11,99,7
EGY,99,99,310392680,27,344792,6,3,491643,0,98,2,91812566,8,52480981,57,1481883,42,2,3327,4,71,15,53,0,52,153,3180,94,52474,62,1,13,0,6,120,6,100,4
ESP,100,100,318607547,9,1063653,8,1,5852953,12,99,0,46480882,40,9590865,20,1345895,79,0,29623,9,83,12,87,0,8,2671,29300,97,1183,60,1,24,0,41,102,0,47,7
EST,100,100,0,10,68284,11,1,202348,15,99,0,1314545,11,417118,31,69154,68,0,20247,6,77,21,87,2,14,1237,18910,93,37,55,1,7,0,30,139,0,0,6
ETH,27,91,251926593,32,50119,7,4,1072949,1,37,2,97366774,99,78869034,81,50204,18,4,571,4,64,207,59,36,69,22,550,61,145625,19,1,2,0,0,157,0,100,5
FIN,100,100,419551585,10,182944,9,1,315881,5,100,0,5461512,38,809669,14,196409,85,0,49914,9,81,5,87,0,7,4733,48990,98,121,57,1,8,0,11,101,0,0,9
FRA,100,100,646199,12,555607,8,2,7784418,12,100,0,66316092,16,13665094,20,736396,79,0,43008,11,82,8,83,0,9,5010,43320,98,2657,58,1,10,0,60,105,0,87,8
GAB,89,95,21299056,30,36855,8,3,268384,15,87,3,1875713,40,231632,12,36900,87,3,9692,2,65,541,55,100,104,245,9360,70,2164,39,1,19,0,0,117,24,100,4
GBR,100,100,1437112,12,755690,8,1,8543120,13,100,0,64613160,19,11394531,17,970397,82,1,46967,9,81,11,89,0,15,4567,43940,95,3073,62,1,6,0,51,109,0,72,8
GEO,100,100,72373606,14,12070,13,2,168802,4,92,0,3719414,80,1596856,42,12740,57,0,4438,8,72,106,76,5,49,348,4500,91,655,52,1,14,0,27,74,0,100,4
GHA,78,90,1981204875,32,287801,8,4,399471,1,76,2,26962563,64,12559431,46,326346,53,3,1987,5,62,165,33,38,69,81,1940,98,34767,30,1,6,0,0,150,3,100,5
GIN,29,77,382953998,36,129000,9,5,228413,1,66,2,11805509,59,7692942,65,129250,34,3,743,4,58,177,56,28,141,35,700,34,26452,25,1,4,0,0,129,0,100,3
GRC,100,100,137272255,8,60172,10,1,1242514,11,100,0,10892413,24,2428790,22,164835,77,0,21760,7,81,4,87,0,8,1724,22180,99,359,61,1,26,0,47,90,0,100,5
GTM,85,94,423641453,25,22176,4,3,76352,0,93,2,15923559,68,8020060,50,42937,49,2,3687,5,72,25,80,2,75,218,3460,73,10482,54,1,2,0,10,153,0,100,7
HKG,100,100,0,8,160789,6,1,2838665,38,100,0,7229500,0,0,0,164686,100,0,40315,0,83,76,87,2,2,1289,40240,87,0,47,1,3,0,61,58,0,93,6
HND,88,98,110239011,22,8639,4,2,28070,0,91,1,8809216,43,4006960,45,70389,54,2,2242,7,73,40,80,4,74,179,2040,97,3418,54,1,5,0,5,118,0,100,5
HRV,100,100,4364,9,79353,12,1,576883,13,99,0,4238389,73,1868155,44,92502,55,0,13606,7,77,13,87,0,10,957,13290,95,170,58,1,17,0,36,108,0,100,6
HTI,37,65,0,24,16510,8,3,39529,0,63,1,10572466,8,5133567,48,17520,51,3,830,7,62,200,75,12,39,63,820,48,14899,52,1,13,0,0,158,0,100,5
HUN,100,100,1508,9,7463,12,1,449632,4,99,0,9866468,10,2937544,29,22789,70,0,14197,7,75,9,87,0,20,1006,13540,99,404,60,1,7,0,30,98,0,100,5
IDN,97,99,3265483215,19,6530407,7,2,328846,0,88,1,255131116,11,120842853,47,20900000,52,2,3491,3,68,329,38,46,49,108,3620,78,118718,26,1,4,0,10,140,2,94,6
IND,81,97,5117877415,19,5000978,7,2,5240960,0,87,1,1293859294,16,874855900,67,9893980,32,2,1576,3,68,223,56,35,27,57,1560,85,938862,18,1,2,0,2,142,0,100,5
IRL,100,100,149593969,14,306424,6,1,746260,15,98,0,4657740,24,1754105,37,337624,62,1,55628,9,81,7,87,0,11,5390,46480,96,225,59,1,11,0,43,102,0,3,8
IRN,100,100,1890405627,17,627180,4,1,2726420,3,94,1,78411092,5,21304294,27,947354,72,1,5540,6,75,16,80,0,27,382,6470,99,19726,60,1,10,0,37,113,22,100,5
IRQ,99,99,1078,34,59000,5,4,353881,0,85,3,35006080,4,10586539,30,85625,69,3,6703,2,69,43,54,3,79,187,6680,64,32158,63,1,7,0,5,118,45,100,5
ISL,100,100,0,13,1095216,6,1,37522,11,100,1,327386,99,20733,6,1103650,93,1,54242,8,82,2,87,0,8,4514,48230,90,8,58,1,4,0,52,115,0,12,9
ISR,100,100,84742675,21,2042,5,3,2011727,24,100,1,8215700,1,648712,7,22208,92,1,37733,7,82,5,87,0,10,2800,36030,95,528,63,1,5,0,43,110,0,100,9
ITA,100,100,0,8,183846,9,1,5788875,9,100,0,60789140,43,18679287,30,332576,69,1,35396,9,83,6,0,0,6,3190,34760,95,1542,57,1,12,0,34,87,0,96,7
JAM,96,100,16531224,16,15204,6,2,23167,0,92,0,2862087,9,1299845,45,15916,54,0,4839,5,75,3,80,0,57,254,4900,92,698,54,1,13,0,8,102,0,100,6
JOR,99,99,48974845,27,873,3,3,3112026,40,98,4,8809306,0,880931,10,1758,90,5,4066,7,74,5,80,0,24,301,3870,98,3774,68,1,11,0,4,134,0,100,6
JPN,100,100,149745840,8,3734275,10,1,2043877,1,98,0,127276000,14,11067921,8,4756123,91,0,38109,10,83,18,87,2,4,4099,43950,96,2209,26,1,3,0,49,96,0,87,7
KAZ,99,99,4115724671,23,37137,7,2,3546778,20,90,1,17288285,7,7413562,42,37547,57,1,12807,2,71,91,96,5,30,347,12090,95,4576,52,1,5,1,24,125,13,91,7
KEN,36,68,4209299,32,168429,5,3,1084357,2,57,2,46024250,81,34416474,74,192927,25,4,1335,5,66,423,45,68,84,70,1260,92,53499,24,1,9,0,0,125,0,100,5
KGZ,99,99,397181436,27,227,6,3,204382,3,86,2,5835500,91,3756020,64,804,35,2,1279,8,70,142,78,9,40,107,1250,96,3171,46,1,8,0,7,106,0,98,6
KHM,56,96,0,24,625255,6,2,73963,0,73,1,15270790,61,11941910,78,745310,21,3,1093,6,68,390,72,22,49,73,1020,91,10550,20,1,1,0,2,176,0,100,4
KWT,100,100,0,17,4197,2,2,2866136,73,100,4,3782450,0,0,0,4494,100,4,42996,3,74,22,87,0,10,1375,49770,95,497,72,1,2,0,13,190,54,100,7
LAO,81,97,518620784,24,60237,6,2,22244,0,78,1,6576397,99,4439923,67,168597,32,3,2017,2,65,189,35,50,64,46,1840,88,8599,23,1,0,0,14,182,0,100,5
LBN,100,100,0,15,2998,4,1,1997776,34,91,6,5603279,1,675363,12,4123,87,6,8660,7,79,14,87,1,12,680,8370,79,594,66,1,6,0,17,90,0,100,5
LBR,9,14,27799776,35,14700,8,4,113779,2,69,2,4390737,0,2221845,50,14740,49,3,716,8,61,308,37,74,131,63,630,50,9290,29,1,2,0,0,126,0,100,5
LBY,98,99,0,20,25003,5,2,771146,12,96,0,6204108,0,1302304,20,25013,79,0,6631,0,71,40,47,9,5,1289,7800,94,1536,65,1,17,0,14,113,39,100,6
LKA,92,99,454218,15,530482,6,2,38706,0,91,0,20778000,39,16992664,81,564702,18,1,3819,3,74,65,69,4,16,138,3640,99,2824,22,1,4,0,13,125,0,100,4
LTU,100,100,0,10,150067,13,1,136036,4,97,0,2932367,40,964514,32,153902,67,0,16545,6,74,58,87,7,12,1021,16018,93,126,58,1,10,0,19,129,0,99,7
LUX,100,100,5993160,10,0,6,1,249325,43,99,2,556319,20,56277,10,0,89,2,118823,6,82,5,87,0,5,7757,76470,99,14,57,1,5,0,48,104,0,78,8
LVA,100,100,0,10,119566,14,1,263126,13,98,0,1993782,54,638967,32,120252,67,0,15716,5,74,42,87,3,14,855,15270,92,97,57,1,10,0,19,136,0,96,5
MAC,100,100,0,11,1500,3,1,342703,58,100,2,588781,0,0,0,1500,100,2,94004,0,83,77,87,6,2,1289,74390,87,0,47,1,1,0,26,89,0,93,6
MAR,91,95,121352759,20,1367948,5,2,88511,0,81,1,34318082,12,13639379,39,1369137,60,2,3160,5,75,101,87,8,32,182,3050,99,16213,58,1,9,0,7,131,0,100,5
MDA,100,100,0,10,50,11,1,142904,3,86,0,3556397,6,2045071,57,11050,42,0,2244,10,71,115,87,9,24,230,2560,90,611,50,1,3,0,29,92,0,100,7
MDG,18,64,166473917,33,95820,6,4,32075,0,49,2,23589801,53,15443299,65,111260,34,4,452,5,65,235,51,51,115,22,440,73,28296,22,1,1,0,0,123,0,100,3
MEX,99,99,5776753211,18,1529368,4,2,1193155,0,97,1,124221600,17,26095232,21,1723597,78,1,10582,5,76,21,80,1,63,585,10180,87,30919,63,1,4,0,14,117,3,99,8
MLI,31,77,900071378,43,80000,11,6,363145,2,72,2,16962846,42,10314089,60,81953,39,4,845,4,57,58,60,10,174,38,810,66,51935,26,1,6,0,0,151,0,100,4
MLT,100,100,0,9,2405,7,1,41442,9,100,1,434558,3,24566,5,7322,94,2,25811,9,82,12,87,0,17,2463,23890,99,24,65,1,5,0,54,95,0,100,7
MMR,52,85,467036575,18,1970550,8,2,73308,0,66,0,51924182,62,36528662,70,2934806,29,1,1260,5,66,369,72,48,29,64,1240,88,40245,23,1,0,0,1,132,0,100,4
MNE,99,99,10022491,11,1556,9,1,82541,13,96,0,621810,55,214705,34,2415,65,0,7378,7,76,21,87,0,12,531,7310,91,31,58,1,17,0,26,63,0,100,6
MNG,80,96,1118061506,25,49,6,2,17620,0,82,1,2923896,3,930881,31,49,68,1,4181,3,68,428,36,11,25,155,4240,99,1240,54,1,4,0,7,154,3,96,5
MRT,38,76,629489561,34,378339,8,4,138162,3,68,2,4063920,5,2023710,49,378339,50,4,1326,4,62,111,54,23,83,55,1350,81,7962,33,1,10,0,1,119,2,100,5
MUS,98,92,0,10,14655,7,1,28585,2,99,0,1260934,20,742551,58,15432,41,0,10153,5,74,13,80,1,27,559,9790,97,179,31,1,7,0,29,95,0,100,6
MWI,11,46,171582,37,116129,7,4,215158,1,66,2,17068838,91,14315293,83,120870,16,3,354,9,61,227,42,27,142,34,350,91,27856,22,1,5,0,0,163,0,100,4
MYS,99,99,221691006,17,1468726,4,2,2514243,8,96,1,30228017,9,7987149,26,1989740,73,2,11183,3,74,92,87,4,13,421,11010,97,3276,40,1,2,0,14,129,4,92,6
NAM,49,76,161007491,29,443967,7,3,93888,3,78,2,2370992,99,1284461,54,444611,45,4,5392,8,62,480,80,30,77,442,5740,88,2526,39,1,18,0,7,91,0,100,5
NER,15,62,16082422,48,47000,10,7,189255,0,45,3,19148219,0,16042569,83,47329,16,3,429,5,59,98,58,18,198,25,420,75,48931,21,1,0,0,0,153,4,100,6
NGA,56,84,169857580,39,759828,13,5,1199115,0,66,2,176460502,17,93555829,53,1073059,46,4,3221,3,52,219,22,60,113,107,2990,43,490035,27,1,4,0,0,123,8,100,6
NIC,81,98,185727685,20,50583,4,2,40262,0,82,1,6013997,53,2543921,42,81149,57,1,1975,7,74,55,80,2,89,153,1890,98,2016,56,1,4,0,5,127,0,99,7
NLD,100,100,0,10,371367,8,1,1979486,11,100,0,16865008,11,1738782,10,434406,89,0,52830,10,81,5,87,0,4,5675,51980,96,615,56,1,7,0,41,115,0,99,9
NOR,100,100,35854055,11,2455927,7,1,741813,14,100,1,5137232,97,991897,19,3788424,80,1,97199,9,82,6,87,0,5,9118,104540,93,137,57,1,3,0,21,105,5,2,9
NPL,84,97,0,20,21500,6,2,518278,1,87,1,28323241,99,23173509,81,64900,18,3,706,5,69,158,79,17,65,41,730,92,17981,19,1,1,0,2,136,0,100,5
NZL,100,100,340275546,12,442698,6,1,1039736,22,100,1,4509700,79,618686,13,552572,86,1,44560,9,81,7,87,0,21,4144,41540,93,291,64,1,5,0,40,117,0,0,9
PAK,96,99,38271714,29,476532,7,3,3628956,1,88,2,185546257,31,119085443,64,624913,35,2,1316,2,66,270,62,29,39,36,1390,69,353950,27,1,1,0,2,129,0,100,6
PAN,91,99,65911565,20,161210,4,2,184710,4,94,1,3903986,55,1312871,33,171545,66,2,12787,6,77,47,80,5,84,883,11030,80,1196,57,1,2,0,15,117,0,90,8
PER,92,98,6262053401,19,3599198,5,2,90881,0,89,1,30973354,52,7070288,22,3714469,77,1,6492,5,74,121,80,7,50,331,6340,88,8091,56,1,2,0,9,149,0,99,7
PHL,88,95,6144969252,23,2249780,6,2,211862,0,90,1,100102249,25,53962119,53,4587385,46,2,2842,4,68,546,44,28,58,117,3470,67,54907,26,1,3,0,3,117,0,99,5
PLW,99,100,0,13,864,9,2,5664,26,99,0,21094,0,4743,22,893,77,1,11646,12,0,76,87,6,46,1402,10760,95,4,84,1,7,0,33,123,1,100,5
POL,100,100,989920233,9,191598,9,1,619403,1,97,0,38011735,12,15051507,39,231707,60,0,14345,6,77,20,87,1,13,896,13680,98,1618,57,1,8,0,25,117,0,99,6
PRT,100,100,174798710,7,183664,10,1,837257,8,99,0,10401062,60,3855050,37,195002,62,0,22077,9,81,24,87,2,10,1986,21260,98,262,56,1,13,0,43,103,0,25,5
PRY,99,99,0,21,17000,5,2,156462,2,97,1,6552584,99,2589974,39,24500,60,1,6146,7,72,39,87,4,58,359,5840,93,2735,52,1,5,0,5,181,0,100,7
QAT,100,100,0,10,16213,1,1,1687640,75,100,5,2374419,0,26878,1,16269,98,5,86852,2,77,23,87,0,10,2104,82750,89,170,70,1,0,0,17,164,23,100,8
ROU,100,100,31147114,10,6248,12,1,226943,1,100,0,19908979,41,9178039,46,16927,53,0,10026,5,74,86,87,5,35,503,9610,94,1653,56,1,6,0,22,117,0,98,6
RUS,100,100,8564853656,13,4266166,13,1,11643276,8,96,0,143819666,16,37465023,26,4429766,73,0,14125,5,70,70,100,11,24,742,14660,97,14414,56,1,5,0,26,132,9,93,6
RWA,19,71,3614004,32,25159,6,4,441525,3,56,2,11345357,44,9420390,83,26663,16,2,706,6,66,63,80,5,28,48,710,98,12093,23,1,1,0,0,155,0,100,3
SAU,100,100,158489292,20,68660,3,2,10185945,32,99,2,30776722,0,5244353,17,92540,82,3,24575,5,74,12,87,3,9,1284,25570,98,4824,68,1,5,0,11,96,40,100,7
SEN,61,85,183374377,36,458780,6,4,263242,1,74,2,14546111,10,7936940,54,459792,45,3,1359,5,66,134,68,19,79,60,1340,89,19142,27,1,7,0,2,127,0,100,4
SGP,100,100,0,9,1433,4,1,2543638,45,100,1,5469724,1,0,0,6695,100,1,56957,3,82,46,87,1,3,2215,56370,96,105,31,1,3,0,36,111,0,100,8
SLE,16,42,259875513,36,206477,13,4,91213,1,56,2,7079162,65,4216915,59,206552,40,3,708,19,50,310,57,55,121,139,690,83,23211,26,1,4,0,0,175,0,100,5
SLV,95,97,0,18,63211,6,2,42045,0,92,0,6281189,59,1955083,31,64874,68,1,3595,6,73,44,80,1,71,276,3420,94,1646,58,1,4,0,15,115,0,100,7
SOM,26,52,0,43,30000,11,6,25291,0,38,2,13513125,0,7745858,57,30000,42,4,485,0,55,274,35,77,106,1289,16018,42,50325,27,1,14,0,0,110,0,100,5
SRB,99,99,120999089,9,3593,14,1,807441,9,89,0,7130576,32,3167188,44,10761,55,0,6200,9,75,24,87,1,20,608,5840,93,544,56,1,19,0,40,94,0,100,6
SSD,6,18,0,36,37000,11,5,824122,6,48,3,11530971,0,9383212,81,37020,18,4,1309,0,55,146,49,30,71,1289,1190,39,25865,47,1,12,0,0,123,22,100,5
SVK,100,100,12977526,10,1944,9,1,177190,3,97,0,5418649,22,2492579,46,3174,54,0,18629,6,76,6,87,0,22,1287,18240,97,293,55,1,13,0,16,99,0,100,7
SVN,100,100,0,10,410,9,1,235966,11,99,0,2061980,38,957645,46,1806,53,0,24202,8,81,7,87,1,4,2059,23530,95,43,55,1,9,0,37,88,0,99,7
SWE,100,100,724250929,11,182659,9,1,1639771,16,100,0,9696110,55,1333506,13,195558,86,1,59241,11,82,7,87,0,5,6628,61040,97,279,55,1,7,0,38,101,0,3,9
SYR,99,100,337142,22,4400,5,3,875189,4,96,-3,19203090,11,9313499,48,7400,51,-5,0,3,69,23,80,0,41,66,16018,43,6406,60,1,8,0,18,67,1,100,3
TCD,7,28,307587,44,120020,13,6,516968,3,42,3,13569438,0,10533683,77,120080,22,3,1025,4,52,159,55,27,171,46,980,36,46258,22,1,2,0,0,146,15,100,3
TGO,45,83,492757534,35,19849,9,4,276844,3,61,2,7228915,86,4367783,60,19874,39,3,632,6,59,58,60,8,90,40,630,87,13316,26,1,1,0,0,143,0,100,2
THA,99,99,131959621,10,1670035,7,1,3913258,5,98,0,68416772,8,36299887,53,2567898,46,2,5953,3,74,167,59,14,51,219,5760,99,7029,30,1,0,0,8,126,1,100,7
TJK,99,100,116257032,29,1174,5,3,275059,3,74,2,8362745,99,6133655,73,1617,26,2,1104,6,70,91,76,5,37,74,1340,97,7922,43,1,11,0,5,149,0,100,5
TKM,99,99,0,26,15000,7,2,196386,3,93,1,5466241,0,2737439,50,15030,49,2,7962,5,67,58,80,11,25,437,7200,98,6318,50,1,3,0,11,116,8,100,6
TTO,100,100,0,14,13201,9,1,49883,3,96,0,1354493,0,631018,46,13206,53,0,20081,5,70,21,87,1,32,1060,18370,92,488,44,1,2,0,21,96,6,100,7
TUN,99,99,116295964,18,111325,6,2,56701,0,93,1,11143908,3,3591459,32,122604,67,1,4274,6,75,35,80,3,7,290,4130,98,2613,60,1,15,0,8,108,3,100,5
TUR,100,100,1218792738,16,302214,5,2,2964916,3,98,1,77030628,20,20738956,26,536516,73,2,12127,4,75,20,87,0,29,527,12590,96,16108,65,1,9,0,16,126,0,100,6
TZA,18,51,892566281,39,342012,7,5,261222,0,48,3,52234869,42,36092205,69,352329,30,5,985,4,64,327,36,60,119,38,930,97,85450,26,1,2,0,0,187,0,100,4
UGA,20,51,1085334,43,461196,9,5,749471,1,38,3,38833338,91,30482617,78,572219,21,5,702,6,59,202,56,23,118,48,660,85,67569,21,1,1,0,0,101,0,100,4
UKR,100,100,1087151655,10,143083,14,1,4834898,10,97,0,45271947,5,14048791,31,167517,68,0,3104,6,71,94,75,13,26,197,3560,23,4078,57,1,9,0,24,152,0,100,5
URY,99,99,41395853,14,65082,9,2,71799,2,99,0,3419546,90,172858,5,65297,94,0,16737,8,77,29,87,2,56,1467,16230,95,388,61,1,6,0,31,127,0,28,7
USA,100,100,10736124226,12,4984481,8,1,46627102,14,99,0,318386421,12,58955614,18,5405670,81,0,55032,16,78,3,87,0,24,9053,55850,95,23413,66,1,6,0,40,117,0,11,8
UZB,100,100,2412707682,23,17116,4,2,1170899,3,91,1,30757700,21,15117410,49,46391,50,1,2050,5,71,82,73,6,17,117,2110,99,16079,46,1,5,0,8,147,1,100,7
VEN,99,100,139099516,19,209708,5,2,1404448,4,97,1,30738378,68,3644342,11,240433,88,1,15692,5,74,26,80,2,86,906,12780,78,10155,62,1,6,0,25,117,11,99,8
