Country_Code,EG.ELC.ACCS.ZS,EG.ELC.ACCS.UR.ZS,NY.ADJ.DMIN.CD,SP.DYN.CBRT.IN,ER.FSH.CAPT.MT,SP.DYN.CDRT.IN,SP.DYN.TFRT.IN,SM.POP.TOTL,SM.POP.TOTL.ZS,SH.H2O.BASW.ZS,SP.POP.GROW,SP.POP.TOTL,EG.ELC.RNEW.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,ER.FSH.PROD.MT,SP.URB.TOTL.IN.ZS,SP.URB.GROW,NY.GDP.PCAP.CD,SH.XPD.CHEX.GD.ZS,SP.DYN.LE00.IN,SH.TBS.INCD,SH.TBS.DTEC.ZS,SH.TBS.MORT,SP.ADO.TFRT,SH.XPD.CHEX.PC.CD,NY.GNP.PCAP.CD,SH.IMM.IDPT,SH.DTH.IMRT,SH.STA.OWAD.ZS,SP.POP.BRTH.MF,SL.UEM.TOTL.ZS,AG.LND.ARBL.HA.PC,IT.MLT.MAIN.P2,AG.PRD.FOOD.XD,NY.GDP.PETR.RT.ZS,EN.ATM.PM25.MC.ZS,SH.ALC.PCAP.LI
PER,93,98,6378657368,19,4838874,5,2,90881,0,89,1,31376671,52,7104620,22,4929850,77,1,6053,5,74,119,80,7.7,49.3358,314.0114255,6160,90,7724,56.9,1.05,3,0.100552414,9.27917114,149.46,0.25682698,99.97338889,6.901118986
PHL,89,95,3396130601,23,2154908,6,2,211862,0,90,1,101716359,25,54637959,53,4503067,46,2,2878,4,68,550,49,27,59.211,124.3834979,3520,60,54483,27,1.06,3.026000023,0.054956745,3.169388908,116.33,0.050116148,99.43309287,6.242828632
PLW,99,99,0,13,848,7,2,5664,26,99,0,21288,0,4650,21,874,78,1,13769,10,0,76,87,6.2,45.4,1471.44771,11900,90,4,84.8,1.05,7.29,0.046974821,33.84066141,124.72,1,100,5.497995796
POL,100,100,774626127,9,205428,10,1,619403,1,97,0,37986412,13,15088963,39,242399,60,0,12556,6,77,19,87,1.5,13.3568,796.7381856,13340,98,1552,57.8,1.056,7.500999928,0.286602483,23.66024965,109.99,0.029436505,99.99621497,7.031642074
PRT,100,100,140822838,8,190100,10,1,837257,8,99,0,10358076,47,3779248,36,199662,63,0,19252,8,81,23,87,2.1,10.4192,1724.528405,20440,98,256,57,1.06,12.44400024,0.108831991,44.94897669,117.28,0,27.45849405,6.021506875
PRY,99,99,0,21,17000,5,2,156462,2,98,1,6639119,99,2605854,39,25481,60,1,5447,7,73,41,87,4.1,57.5128,321.3438194,5670,92,2662,52.8,1.05,4.556000233,0.722987493,5.194258455,180.96,0,100,6.610279498
QAT,100,100,0,10,15203,1,1,1687640,75,100,4,2481539,0,26180,1,15213,98,4,65177,3,78,25,87,0.36,10.4604,2056.457064,75150,99,171,71.1,1.045,0.159999996,0.006165529,18.53233014,171.26,13.80084177,100,7.797755848
ROU,100,100,26461210,10,9307,13,1,226943,1,100,0,19815481,39,9137513,46,20348,53,0,8977,4,75,82,87,5.4,34.3786,442.371546,9520,89,1497,57.1,1.058,6.811999798,0.442986976,21.48252462,108.69,0.339487585,99.37909475,6.596092206
RUS,100,100,6666777354,13,4463825,13,1,11643276,8,96,0,144096870,15,37393138,25,4617875,74,0,9314,5,71,67,100,10,23.4998,501.8533349,11740,97,13568,56.7,1.056,5.571000099,0.854437854,24.70902856,136.57,5.934496033,91.8274019,7.061435387
RWA,22,72,6249964,31,29334,6,3,441525,3,56,2,11629553,56,9652064,82,30954,17,2,711,6,66,59,80,5,27.8358,46.4036343,710,98,11555,24.5,1.021,1.098999977,0.099032177,0.146033128,150.3,0,100,3.740190303
SAU,100,100,173257617,19,68130,3,2,10185945,32,99,2,31557144,0,5307912,16,98130,83,2,20732,5,74,12,87,3.4,8.823,1243.627539,23900,98,4508,69.1,1.03,5.590000153,0.110593025,11.8734002,102.2,23.28576642,100,7.803430765
SEN,60,86,215291932,36,425437,6,4,263242,1,75,2,14976994,10,8108245,54,426649,45,3,1186,5,66,130,68,19,77.0508,50.96156574,1290,89,18707,27.8,1.036,6.756999969,0.213661032,2.004534421,163.8,0,100,4.738975668
SGP,100,100,0,9,1265,4,1,2543638,45,100,1,5535002,1,0,0,8161,100,1,54940,4,82,45,87,1,3.7704,2301.537024,54020,96,106,31.5,1.073,3.789999962,0.000101174,36.42284683,109.5,0,100,8.314173281
SLE,16,43,21348225,35,202100,13,4,91213,1,58,2,7237025,60,4282220,59,202175,40,3,582,20,51,307,53,57,118.3336,119.824556,550,86,22349,27.2,1.018,4.75,0.218874468,0.234903154,173.09,0,100,5.32916702
SLV,95,98,0,18,50441,6,2,42045,0,93,0,6312478,57,1912681,30,57183,69,1,3669,6,73,49,80,1.3,71.0814,283.2841144,3430,91,1577,59.3,1.05,4,0.113742971,14.95872144,110.49,0,100,7.36220598
SOM,28,54,0,43,30000,11,6,25291,0,40,2,13908129,0,7893559,56,30000,43,4,478,0,55,274,37,76,104.235,1165,15299,42,50105,27.8,1.03,14.4119997,0.079090437,0.366692026,109.25,0,100,6.471244035
SRB,99,99,83145897,9,3150,14,1,807441,9,91,0,7095383,26,3143538,44,10537,55,0,5237,9,75,21,87,0.94,19.7254,491.2517514,5540,95,517,56.7,1.052,17.92099953,0.365167039,39.44252097,89.05,0.136670288,100,6.098118252
SSD,7,20,0,36,37000,11,4,824122,6,50,2,11882136,0,9642116,81,37020,18,4,917,0,56,146,56,27,68.4536,1165,1020,31,26408,48,1.04,12.8380003,0.23812,0,124.72,9.414245679,100,4.625477331
SVK,100,100,12579070,10,1971,9,1,177190,3,97,0,5423801,22,2500969,46,3279,53,0,16182,6,76,6.5,87,0.64,22.2734,1108.431734,17510,96,283,55.8,1.05,11.48099995,0.248902937,15.93269597,87.68,0.051637522,100,7.376393272
SVN,100,100,0,10,343,9,1,235966,11,99,0,2063531,29,953743,46,1950,53,0,20873,8,80,7.2,87,0.54,4.4396,1775.1458,22230,95,41,55.7,1.054,8.961999893,0.089123935,36.29681683,92.29,8.74E-05,99.79371471,6.936587216
SWE,100,100,448487044,11,213466,9,1,1639771,16,100,1,9799186,63,1317697,13,225486,86,1,50832,11,82,9.2,87,0.25,5.3086,5623.214289,57900,97,282,56,1.059,7.43200016,0.263797422,36.40744953,103.08,0,3.555146241,9.097311806
SYR,99,100,143804,22,4100,5,2,875189,4,96,-2,18734987,2,8961319,47,6600,52,-1,0,3,69,19,80,0.26,40.4704,66.14174239,15299,41,6089,60.7,1.05,8.392000198,0.248839244,18.89334111,78.8,1,100,3.107437074
TCD,7,32,283770,43,100000,13,6,516968,3,42,3,14009413,0,10855194,77,100154,22,3,781,4,52,152,54,25,167.942,35.52137759,890,42,46145,22.6,1.03,2.171999931,0.349764833,0.121553987,145.39,7.558257159,100,4.092035147
TGO,45,84,368946561,34,21497,8,4,276844,3,62,2,7416802,75,4442664,59,21555,40,3,563,6,59,52,68,6.5,90.1494,35.21372574,630,88,13115,27.5,1.018,1.692000031,0.357296851,0.710414003,145.46,0,100,3.43941971
THA,99,99,89909485,10,1501318,7,1,3913258,5,98,0,68657600,8,35912044,52,2429956,47,1,5846,3,75,163,55,14,51.7358,214.3841222,5710,99,6562,31.6,1.062,0.597000003,0.244838153,7.732574398,118.77,0.539478128,100,7.93821004
TJK,99,100,128672857,29,1176,5,3,275059,3,74,2,8548651,98,6262571,73,1626,26,2,918,6,70,86,80,5.5,37.4176,62.96370158,1240,96,7764,44.6,1.065,11.35000038,0.08539359,5.3458727,160.46,0.030178139,100,5.841328265
TKM,100,100,0,26,15000,7,2,196386,3,94,1,5565284,0,2765000,49,15030,50,2,6432,6,67,49,80,11,25.2328,405.1263452,7030,99,6163,51.1,1.046,3.839999914,0.348589578,11.64361064,108.88,5.095879455,100,6.780527003
TTO,100,100,0,13,13266,9,1,49883,3,96,0,1360092,0,634905,46,13289,53,0,17941,6,70,17,87,1.7,31.976,1115.518221,18840,96,466,45.3,1.038,2.210999966,0.01838111,19.91571158,96.69,2.571210353,100,7.504078901
TUN,100,99,119628219,18,119017,6,2,56701,0,94,1,11273661,2,3601258,31,133442,68,1,3827,7,75,38,80,3.2,7.6278,268.2214035,3930,98,2524,61,1.05,15.21800041,0.257236757,8.370324423,143.75,1.70073581,100,5.910845996
TUR,100,100,977902943,16,431909,5,2,2964916,3,98,1,78271472,31,20655059,26,670873,73,2,10984,4,75,18,87,0.78,28.006,454.6082921,12000,97,14969,66.2,1.05,10.23600006,0.263761489,14.68358357,133.66,0.044492377,100,6.398888845
TZA,18,51,872926153,38,375450,7,5,261222,0,50,3,53879957,34,36844731,68,386192,31,5,905,3,64,306,37,56,118.1232,32.09312985,940,98,84261,27,1.03,2.122999907,0.250556993,0.265068883,194.28,0,100,3.954418414
UGA,18,51,323174,42,396205,8,5,749471,1,38,3,40144870,92,31288912,77,513795,22,5,675,6,59,202,52,26,114.5604,39.77129236,670,85,65764,21.9,1.03,1.870000005,0.171877503,0.819061066,100.73,0,100,4.057985646
UKR,100,100,33716309,10,120402,14,1,4834898,10,97,0,45154029,4,13970205,30,142643,69,0,2124,6,71,91,74,11,25.4852,141.7967902,2650,23,3882,58,1.064,9.140000343,0.72584885,21.60952334,144.88,0.297611367,100,4.887942235
URY,99,99,33805766,14,59540,9,2,71799,2,99,0,3431552,88,170033,4,59743,95,0,15524,9,77,30,87,2.6,56.0292,1398.52422,15830,95,372,62.4,1.05,7.487999916,0.702481005,32.24287436,126.8,0,26.44415702,8.038939814
USA,100,100,9548243824,12,5045443,8,1,46627102,14,99,0,320742673,13,58788925,18,5471445,81,0,56803,16,78,3.3,87,0.16,22.441,9524.35059,56700,95,23184,67.4,1.048,5.28000021,0.47471856,39.02363861,116.61,0.008310264,8.465306507,8.832009443
UZB,100,100,2241900617,23,22956,4,2,1170899,3,91,1,31298900,20,15414708,49,59852,50,1,2137,6,71,79,66,6.3,16.9212,131.5048504,2170,99,15034,47.5,1.081,5.150000095,0.14058002,9.092875421,159.6,0.678376355,100,7.247288914
VEN,99,100,74001560,19,240640,5,2,1404448,4,97,1,31155134,63,3690637,11,259551,88,1,13561,5,74,29,80,2.5,86.3302,1578.440192,12340,87,11520,63,1.05,6.820000172,0.086663084,24.97211535,117.15,15.35,99.99508316,7.384905647
VNM,100,100,240025219,16,2757314,5,1,72793,0,91,1,93571567,36,61935956,66,6207514,33,3,2065,5,76,137,79,15,30.7942,116.7361937,1950,97,27271,17.7,1.106,1.858999968,0.074787676,7.828176053,138.67,1.521431659,100,5.933545664
YEM,70,96,0,32,180813,6,4,344131,1,70,2,26916207,0,17555558,65,180813,34,4,1693,5,64,48,59,9.2,63.28,72.03946941,1340,69,37052,48,1.05,14.02299976,0.046366117,4.243640272,134.35,0.965627032,100,4.036704708
ZAF,85,92,4107276253,21,572312,10,2,3142511,5,84,1,55291225,2,19447030,35,579742,64,2,5742,8,61,759,68,39,46.068,470.7969933,6060,75,37261,53.2,1.03,25.15600014,0.226075657,7.471447775,122.05,0.005099453,100,5.079470678
ZMB,31,67,1607301949,38,83719,7,5,127915,0,61,3,16100587,96,9353314,58,106473,41,4,1313,4,61,391,58,31,89.1276,58.51765637,1560,90,26931,27.3,1.03,7.446000099,0.23601624,0.721495434,180.4,0,100,5.556163694
ZWE,33,81,476975976,33,14900,8,3,398866,2,66,2,15777451,52,10667923,67,25500,32,1,1265,9,60,242,71,12,107.5554,94.29000594,1120,87,21332,37.7,1.02,5.438000202,0.253526378,2.115056482,83.42,0,100,4.702088708
