Country_Code,EG.ELC.ACCS.ZS,EG.ELC.ACCS.UR.ZS,NY.ADJ.DMIN.CD,SP.DYN.CBRT.IN,ER.FSH.CAPT.MT,SP.DYN.CDRT.IN,SP.DYN.TFRT.IN,SM.POP.TOTL,SM.POP.TOTL.ZS,SH.H2O.BASW.ZS,SP.POP.GROW,SP.POP.TOTL,EG.ELC.RNEW.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,ER.FSH.PROD.MT,SP.URB.TOTL.IN.ZS,SP.URB.GROW,NY.GDP.PCAP.CD,SH.XPD.CHEX.GD.ZS,SP.DYN.LE00.IN,SH.TBS.INCD,SH.TBS.DTEC.ZS,SH.TBS.MORT,SP.ADO.TFRT,SH.XPD.CHEX.PC.CD,NY.GNP.PCAP.CD,SH.IMM.IDPT,SH.DTH.IMRT,SH.STA.OWAD.ZS,SP.POP.BRTH.MF,SL.UEM.TOTL.ZS,AG.LND.ARBL.HA.PC,IT.MLT.MAIN.P2,AG.PRD.FOOD.XD,NY.GDP.PETR.RT.ZS,EN.ATM.PM25.MC.ZS,SH.ALC.PCAP.LI
BEN,40,69,527846,37,36477,9,5,245399,2,67,2,10575952,5,5743271,54,37747,45,3,783,3,60,60,63,9.2,90.2036,31.29439157,860,82,25886,28.9,1.041,2.463000059,0.255296166,1.840647537,154.51,0.079179326,100,3.696209697
BFA,18,59,764275049,39,20750,8,5,704676,3,53,2,18110624,9,13124769,72,21030,27,5,575,5,59,52,60,8.9,108.7606,33.51485241,630,91,38207,22.6,1.046,6.703999996,0.331297254,0.414535689,122.18,0,100,4.057985646
BGD,68,92,0,19,1623837,5,2,1422805,0,97,1,161200886,1,105896086,65,3684245,34,3,1210,2,72,221,58,44,85.3076,31.84148833,1190,97,92525,19.4,1.049,4.415999889,0.047966487,0.536140353,141.72,0.029261572,100,5.340516853
BGR,100,100,324241800,9,8829,15,1,102113,1,99,0,7177991,17,1866995,26,22365,73,0,6993,8,74,28,80,1.6,41.0864,572.0449119,7480,91,472,61.2,1.06,9.142999649,0.488952961,23.05681615,125.6,0.010529075,99.96623179,4.736138209
BHR,100,100,0,15,15000,2,2,704137,51,100,2,1371855,0,150918,11,15006,88,2,22688,4,76,15,0,0.51,13.618,1128.755854,22660,98,139,65.2,1.037,1.075999975,0.001166304,20.41870314,201.56,2.445443982,100,7.575015362
BIH,100,100,13118900,9,305,10,1,34803,0,97,0,3535961,35,1867942,52,4755,47,0,4584,9,76,39,80,3.7,10.8342,428.5418057,5050,82,169,52.8,1.06,27.64999962,0.289030337,21.85216409,110.54,0,100,6.078256043
BLR,100,100,0,12,869,12,1,1082905,11,98,0,9489616,0,2165435,22,9999,77,0,5949,6,73,50,80,3.9,18.7992,360.9772219,6720,99,352,59,1.062,5.913000107,0.598274988,47.86828104,133.03,0.42067441,100,6.98482401
BOL,91,99,547250292,23,7000,7,2,142989,1,92,1,10724705,31,3389758,31,9987,68,2,3077,6,68,117,62,11,69.9186,197.617268,3000,89,7535,55.5,1.05,3.065999985,0.412971732,8.216869368,147.55,1.323710341,99.9997323,7.013198594
BRA,99,99,11205732284,14,700000,6,1,713568,0,97,0,205962108,73,29308408,14,1275230,85,1,8750,11,75,42,87,2.6,63.7578,1002.998558,10090,96,41706,55.9,1.05,8.437000275,0.395766973,21.20639637,140.58,1.081080034,74.92775153,8.616362603
BTN,98,99,317047,18,7,6,2,51106,6,97,1,787386,99,482841,61,156,38,3,2616,3,69,153,80,17,23.8214,91.11316938,2400,99,399,26.4,1.04,2.450000048,0.127256513,2.770051792,98.77,0,100,6.125074107
BWA,58,75,64061159,24,81,7,2,160644,7,79,1,2209197,0,725611,32,101,67,3,6521,5,65,356,63,26,33.4544,389.370982,6680,95,1755,42.9,1.03,17.95599937,0.117508763,7.264630542,115.96,0,100,4.391387011
CAN,100,100,6938514988,10,862692,7,1,7835502,21,98,0,35832513,63,6715371,18,1050066,81,0,43327,10,81,5.2,87,0.3,10.1748,4501.689705,47380,91,1798,63.7,1.056,6.906000137,1.216950607,43.42808728,113.96,0.038342758,0.725554042,9.257628206
CHE,100,100,259249,10,2023,8,1,2438702,29,100,1,8282396,62,2176779,26,3616,73,1,82081,11,82,7.3,87,0.2,3.1946,9807.798182,85800,96,326,53.9,1.052,4.801000118,0.048102022,49.76099697,104.61,0,72.31110734,9.406594774
CHL,99,99,14867503714,13,2131953,6,1,469436,2,100,0,17762681,43,2245203,12,3189695,87,0,13736,8,79,17,87,2.6,47.526,1140.134686,14310,96,1611,62.6,1.04,6.507999897,0.073919022,19.39954898,111.84,0.009001401,98.57629893,8.265936488
CHN,100,100,30550395758,12,17900000,7,1,978046,0,95,0,1371220000,23,610192900,44,78800000,55,2,8069,4,76,66,87,2.8,6.5968,392.8460075,7950,99,157915,31.6,1.154,4.599999905,0.086784032,16.53480879,135.91,0.336975444,99.99995516,6.194591839
CMR,58,90,34980969,36,224000,10,4,381984,1,65,2,22834522,76,10371897,45,225955,54,3,1353,4,57,212,54,29,111.8636,63.62799174,1470,84,48247,33,1.03,3.539000034,0.271518712,4.599531359,168.99,2.1459436,100,5.156082056
COD,16,45,3863268040,42,230726,10,6,545694,0,41,3,76196619,99,43630184,57,233682,42,4,497,3,59,324,48,70,126.2696,20.111545,460,81,236562,24.7,1.03,4.173999786,0.093179987,0,109.15,0.372822683,100,4.814168316
COL,98,99,1254284951,15,81896,5,1,133134,0,96,0,48228697,68,9759559,20,177753,79,1,6085,6,74,31,80,2.7,51.537,364.041803,7180,91,10106,58.5,1.05,8.298999786,0.035012349,14.7407134,120.3,2.737609965,96.338151,7.948141144
COM,75,90,0,33,12674,7,4,12555,1,83,2,777424,0,556091,71,12674,28,2,1271,7,63,35,0,6.6,68.989,58.241607,1390,91,1405,26.6,1.05,3.99000001,0.083609459,1.877868448,107.96,0,100,4.365849885
CRI,99,99,1789690,14,14750,4,1,421697,8,99,1,4807852,99,1112441,23,37252,76,2,11393,7,79,11,80,0.98,55.701,885.8965203,10480,92,572,60.8,1.05,8.998999596,0.052206266,17.87729739,126.09,0,99.97998602,8.807891046
CYP,100,100,3982475,10,1495,6,1,196167,16,100,0,1160985,8,383752,33,6953,66,0,23217,6,80,6.2,87,0.24,4.8136,1581.638711,26380,97,30,58.8,1.07,14.90799999,0.0854533,38.39485233,80.83,0,100,6.940843404
CZE,100,100,0,10,3841,10,1,405093,3,99,0,10546059,11,2797131,26,24041,73,0,17715,7,78,5.5,87,0.54,10.4158,1284.046798,18260,97,275,62,1.058,5.046000004,0.236391623,17.98035452,98,0.010409786,99.82828388,8.111295004
DEU,100,100,5855762,9,261744,11,1,12005690,14,100,0,81686611,29,18624547,22,291653,77,0,41394,11,80,8,87,0.39,7.1462,4605.880772,46020,95,2303,56.4,1.058,4.624000072,0.145054371,55.5026645,109.04,0.010861605,95.95259594,8.67594923
DNK,100,100,6148046,10,869050,9,1,572520,10,100,0,5683483,65,708958,12,904916,87,0,53254,10,80,6.5,87,0.31,4.2482,5469.334792,60270,93,210,55.1,1.056,6.168000221,0.414006693,29.83100694,107.03,0.388740852,75.18744118,9.43071317
DOM,98,99,616044993,20,11893,6,2,415564,3,94,1,10528394,11,2256656,21,14078,78,2,6534,6,73,53,80,3.8,97.2322,390.9474803,6320,85,5644,60.3,1.05,7.605000019,0.075984998,12.3947489,145.22,0,99.97859822,6.06690621
DZA,99,99,8894662,23,95946,4,2,242391,0,93,1,39871528,0,11623348,29,97278,70,2,4162,6,75,74,80,8.1,10.7052,290.5032401,4830,95,20332,61.3,1.05,11.20600033,0.187153602,8.19530167,151,12.8479228,100,7.769381264
ECU,98,99,137770890,20,643281,5,2,387513,2,92,1,16144368,52,5909162,36,1069691,63,1,6150,8,76,39,80,3.8,75.2802,528.201462,6000,78,4285,55.4,1.05,3.615999937,0.066115937,15.56367521,121.92,4.362871136,99.38916952,7.231682892
EGY,100,99,325103527,27,344113,5,3,491643,0,98,2,93778172,8,53655181,57,1518944,42,1,3547,4,71,15,58,0.42,51.8828,156.6371314,3310,93,50924,62.8,1.062,13.05200005,0.030557005,6.648810557,121.08,2.959698955,100,4.941853945
ESP,100,100,234432785,9,975632,9,1,5852953,12,99,0,46444832,34,9473817,20,1265453,79,0,25817,9,82,10,87,0.54,8.758,2351.797646,28460,97,1125,61.3,1.064,22.05699921,0.264361377,41.75578538,105.82,0.002940644,55.15272487,7.777893639
EST,100,100,0,10,73612,11,1,202348,15,99,0,1315407,14,415458,31,74410,68,0,17412,6,77,18,87,1.6,14.0274,1112.465956,18570,93,35,55.4,1.057,6.186999798,0.513149162,29.46862401,157.47,0.283974384,0,6.580486184
ETH,33,88,205999045,32,45519,6,4,1072949,1,39,2,99873033,99,80469700,80,45609,19,4,645,3,65,192,71,26,67.2518,25.11154955,600,73,141119,20.4,1.04,2.013999939,0.151382205,0.891774259,168.7,0,100,5.14898841
FIN,100,100,271014659,10,182853,9,1,315881,5,100,0,5479531,44,809601,14,197730,85,0,42494,9,81,5.6,87,0.61,7.0306,4131.510811,46680,97,117,57.6,1.047,9.376000404,0.409213863,9.799404082,98.22,0,0,9.270396769
FRA,100,100,27336,12,505298,8,1,7784418,12,100,0,66593366,15,13548420,20,669029,79,0,36613,11,82,8.4,83,0.69,8.9614,4211.682206,41080,97,2670,59,1.052,10.35900021,0.277485586,60.39511396,104.58,0.005204393,90.41211847,7.943884957
GAB,90,96,25283467,30,33000,7,3,268384,15,87,2,1930175,43,229343,11,33045,88,3,7448,2,65,537,55,94,101.667,197.9447153,8040,80,2132,39.6,1.03,19.98600006,0.168378515,0.971828979,118.14,9.980130258,100,4.599940205
GBR,100,100,1437112,11,705249,9,1,8543120,13,100,0,65128861,24,11315488,17,916998,82,1,44472,9,80,10,89,0.53,14.5964,4355.695222,43860,95,3077,63.2,1.051,5.301000118,0.092293952,50.78437447,109.56,0.242588486,71.9634942,8.294311072
GEO,99,99,74105973,13,12070,13,2,168802,4,93,0,3725276,78,1585179,42,12740,57,0,3756,7,73,99,80,5.6,48.201,280.9128658,4110,94,602,53.5,1.082,14.07999992,0.098704099,24.04558343,75.55,0.112602502,100,4.785793732
GHA,75,88,1646026175,31,346175,8,4,399471,1,77,2,27582821,50,12664376,45,390785,54,3,1783,6,62,160,33,37,68.677,82.40741505,1960,88,33472,31.4,1.053,6.806000233,0.170395914,0.999063874,151.03,1.399825724,100,4.819843233
GIN,30,79,356356769,36,126000,9,4,228413,1,67,2,12091533,78,7842447,64,126250,35,3,727,5,59,177,57,27,139.5256,42.25040344,710,45,25987,26.1,1.024,4.210999966,0.256377748,0,132.81,0,100,3.87071339
GRC,100,100,57569909,8,65426,11,1,1242514,11,100,0,10820883,28,2375617,21,172588,78,0,18167,8,81,4.5,87,0.4,7.7494,1475.711553,20320,99,377,61.9,1.064,24.89699936,0.200630577,46.89475655,89.29,0.004786289,100,5.893821246
GTM,90,96,329403706,25,20497,4,3,76352,0,93,2,16252429,60,8130928,50,42546,49,2,3923,5,73,26,80,2.1,73.9864,216.4198897,3620,74,10215,55.3,1.05,2.506000042,0.053038226,10.57596375,159.75,0.125576617,100,7.725400658
HKG,100,100,0,8,145193,6,1,2838665,38,100,0,7291300,0,0,0,149087,100,0,42431,0,84,71,87,2.4,2.8314,1165,41180,88,0,48,1.067,3.319999933,0.000425164,59.78338052,59.04,0,95,6.496781161
HND,89,98,79727037,22,10759,4,2,28070,0,92,1,8960829,42,4017588,44,65859,55,2,2341,7,73,41,80,4.6,73.5778,180.6053849,2090,97,3300,55,1.05,4.592000008,0.113828754,5.547165335,118.79,0,99.99887667,5.663987114
HRV,100,100,7454,8,72702,12,1,576883,13,99,0,4203604,66,1843070,43,88273,56,0,11773,7,77,13,87,1.1,9.8238,838.4440782,12970,94,164,59.1,1.059,16.17499924,0.200803876,34.85600621,114.88,0.192143665,100,6.539343037
HTI,38,65,0,24,16510,8,2,39529,0,64,1,10711061,7,5095573,47,17730,52,3,814,5,63,194,78,12,38.976,41.90517442,810,60,14622,53.9,1.05,13.72399998,0.099896733,0.053141327,162,0,100,4.467998388
HUN,100,100,2340,9,5926,13,1,449632,4,99,0,9843028,10,2903693,29,23263,70,0,12503,7,75,10,87,1.1,19.9328,887.8072961,13140,99,381,61.1,1.06,6.813000202,0.439295713,31.62563082,91.89,0.077029373,100,6.052718918
IDN,97,99,3442721746,19,6739658,7,2,328846,0,89,1,258162113,10,120528146,46,22400000,53,2,3334,3,69,325,39,44,48.6144,100.215247,3430,78,114105,27.4,1.05,4.513999939,0.091028074,4.019969034,143.84,0.806209041,96.1423725,6.292484154
IND,88,97,3231757371,19,4862038,7,2,5240960,0,87,1,1309053980,15,879985357,67,10100000,32,2,1606,3,68,217,59,34,25.9968,58.96633802,1600,87,888116,19.1,1.107,2.782000065,0.119523719,1.949499439,141,0.354210252,100,5.001440572
IRL,100,100,101440125,13,264373,6,1,746260,15,98,0,4701957,27,1761447,37,304023,62,1,61908,7,81,7.2,87,0.51,10.6084,4626.162684,50390,95,215,60,1.06,9.904000282,0.096342863,41.10670246,109.01,0,2.718190834,8.552519788
IRN,99,100,918293789,17,637779,4,1,2726420,3,94,1,79360487,5,21143221,26,983897,73,1,4862,7,75,16,80,1.2,26.4394,375.1260201,5340,98,18790,60.9,1.052,11.06000042,0.185066909,38.33012391,112.41,12.80908844,100,5.581700819
IRQ,99,100,185420,33,27296,5,4,353881,0,86,3,36115649,3,10863226,30,52099,69,3,4914,3,69,43,52,3.2,79.462,154.4774984,5810,58,31956,64.1,1.065,8.079000473,0.138444141,5.529458989,64.92,34.89512987,100,5.244043267
ISL,100,100,0,12,1335947,6,1,37522,11,100,1,330815,99,20841,6,1344330,93,1,52428,8,82,2.4,87,0.61,7.827,4281.575538,50150,92,8,58.8,1.053,3.979000092,0.365763342,50.91674918,119.8,0,11.98495478,9.39524494
ISR,100,100,139068292,21,2078,5,3,2011727,24,100,1,8380100,1,655408,7,21718,92,2,35855,7,82,4,87,0.18,10.1468,2735.316722,36160,95,502,64,1.054,5.250999928,0.035464972,42.30863804,106.64,0.001940225,100,9.063262304
ITA,100,100,0,8,198768,10,1,5788875,9,100,0,60730582,38,18483353,30,347531,69,0,30170,8,82,6.7,87,0.57,6.2124,2708.926827,32960,93,1487,58,1.063,11.89599991,0.108693179,33.96284619,93.4,0.045457931,96.75457394,7.233101622
JAM,97,100,19122932,16,17025,6,2,23167,0,92,0,2871934,10,1297166,45,17692,54,0,4925,5,75,4.5,80,0.28,55.9558,279.5194555,4690,91,672,54.8,1.05,13.51099968,0.04178369,8.804136864,101.63,0,100,6.57055508
JOR,99,99,95973655,27,873,3,3,3112026,40,98,3,9159302,0,892482,9,1758,90,4,4096,6,74,5.8,80,0.27,24.131,257.4155191,3890,99,3730,69,1.054,13.07499981,0.024881808,4.028014362,150.33,0.000875182,100,6.276878133
JPN,100,100,149640816,8,3550108,10,1,2043877,1,98,0,127141000,15,10958283,8,4655760,91,0,34567,10,83,16,87,2.4,4.2384,3733.67326,38880,96,2182,26.8,1.056,3.400000095,0.033073517,49.77972253,95.79,0.002055147,88.66865042,7.153652786
KAZ,100,100,2840422004,22,40461,7,2,3546778,20,91,1,17542806,8,7509900,42,41191,57,1,10510,3,72,80,99,4.6,29.3336,320.7375917,11420,98,4121,53,1.06,4.929999828,1.675615634,23.36835074,131.29,6.749837407,92.6415526,7.150815327
KEN,41,78,2079424,31,165387,5,3,1084357,2,58,2,47236259,87,35116380,74,184445,25,4,1355,4,66,380,45,63,83.0942,66.01589102,1310,89,52151,24.9,1.03,9.675000191,0.122787031,0.180996552,128.23,0,100,4.93334157
KGZ,99,99,348374533,27,31,5,3,204382,3,87,2,5956900,85,3825700,64,1099,35,2,1121,7,70,144,83,8.3,39.508,82.19766459,1180,97,3014,47.6,1.058,7.559999943,0.215044738,6.95667696,114.32,0.12051946,99.10894838,6.109468086
KHM,47,98,0,23,608193,6,2,73963,0,74,1,15517635,46,12074582,77,751193,22,3,1163,6,68,368,62,21,49.6326,72.0516479,1060,92,10049,21.1,1.049,1.19599998,0.244882677,1.652229866,178.57,0,100,4.296332154
KWT,100,100,0,16,4287,2,1,2866136,73,100,3,3935794,0,0,0,4549,100,3,29109,4,74,22,87,0.35,9.7994,1168.828478,40750,99,482,73,1.045,2.200000048,0.001956403,12.19576025,191.25,37.10016985,100,7.604808675
LAO,89,97,459872645,24,62635,6,2,22244,0,80,1,6663967,86,4457661,66,158600,33,3,2159,2,66,182,37,47,63.9566,52.98524397,2000,89,8323,24.6,1.05,0.680000007,0.22884267,14.44330382,202.98,0,100,5.67108076
LBN,100,100,0,15,3638,4,1,1997776,34,92,4,5851479,2,695975,11,4663,88,4,8529,7,79,13,87,1,12.5314,661.4825291,8110,79,601,67.4,1.05,6.232999802,0.022558399,17.30928198,89.97,0,100,6.03001925
LBR,13,23,24205447,34,14700,8,4,113779,2,69,2,4499621,0,2257910,50,14740,49,3,706,10,62,308,42,70,130.0688,71.94082732,630,52,9138,30.4,1.054,2.184000015,0.11112047,0.200016846,132.61,0,100,3.891994328
LBY,98,99,0,20,26002,5,2,771146,12,96,0,6234955,0,1292506,20,26012,79,0,4465,0,71,40,39,11,5.7966,1165,5860,97,1461,66.2,1.06,16.09499931,0.27586406,17.05329068,116.28,25.99903415,100,6.719521647
LKA,93,99,625024,15,502055,6,2,38706,0,92,0,20966000,48,17138447,81,538092,18,1,3844,3,75,65,69,3.7,15.5636,151.3675976,3760,99,2657,22.6,1.042,4.670000076,0.062005151,15.87172758,130.6,0,100,5.017046593
LTU,100,100,0,10,85144,14,1,136036,4,97,0,2904910,39,951939,32,89594,67,0,14291,6,74,55,87,6.6,12.101,920.1929349,15299,93,125,59.2,1.052,9.119999886,0.747665126,19.16552464,145.44,0.03184102,99.5312153,7.000430031
LUX,100,100,9743354,10,0,7,1,249325,43,99,2,569604,32,55941,9,0,90,2,100428,6,82,6.1,87,0.18,5.6798,6353.284459,74760,99,14,58.3,1.046,6.669000149,0.110252033,48.85829682,108.72,0,79.97926683,8.501445537
LVA,100,100,0,11,81532,14,1,263126,13,98,0,1977527,50,633204,32,82394,67,0,13639,5,74,40,87,4.8,14.1934,775.5519751,14950,95,87,57.5,1.057,9.873000145,0.621887867,17.86553973,168.83,0,92.27308655,6.64149154
MAC,100,100,0,11,1500,3,1,342703,58,100,2,600942,0,0,0,1500,100,2,75484,0,83,71,87,5.8,2.727,1165,64480,88,0,48,1.05,1.809999943,0.243,24.31815383,89.41,0,95,6.194591839
MAR,99,99,118078879,20,1370231,5,2,88511,0,82,1,34803322,14,13639770,39,1371281,60,2,2863,5,75,101,87,8.2,32.2602,157.3570268,3010,99,15447,59.7,1.06,9.460000038,0.23359839,6.38551113,139.01,0.012799552,100,6.061231293
MDA,100,100,0,10,50,11,1,142904,3,86,0,3554108,5,2043968,57,11216,42,0,1832,10,71,102,87,8.2,23.4344,186.4364421,2230,87,592,51.3,1.058,3.694000006,0.512899446,29.57382968,78.23,0.016190243,100,7.119603285
MDG,19,66,119099751,33,114753,6,4,32075,0,50,2,24234088,54,15705385,64,137447,35,4,402,5,65,236,52,52,113.7668,22.13168481,420,69,27871,23.3,1.03,1.799999952,0.144424663,0.613330281,120.05,0.083210235,100,3.995561561
MEX,99,99,5046852248,18,1479563,4,2,1193155,0,98,1,125890949,15,26078310,20,1691185,79,1,9298,5,76,21,80,1.8,62.5464,525.1862332,9840,87,29647,64.4,1.05,4.313000202,0.182904333,16.02252836,119.88,1.610659599,99.71526554,8.36950372
MLI,37,83,829207643,43,92480,10,6,363145,2,74,2,17467905,43,10482315,60,94880,39,4,749,4,57,57,68,8.1,173.0382,30.83265288,790,66,51443,27.4,1.05,7.729000092,0.367015964,0.967523009,159.53,0,100,4.531841203
MLT,100,100,0,9,2438,7,1,41442,9,100,2,445053,7,24861,5,8351,94,2,23715,9,81,8.6,87,0.46,16.9792,2249.910049,24640,97,24,66.1,1.06,5.390999794,0.020154903,53.83942603,92.85,0,100,7.958072249
MMR,60,90,299473742,18,1970470,8,2,73308,0,67,0,52403669,58,36756982,70,2970100,29,1,1138,5,66,365,72,47,29.402,61.98536576,1210,89,38661,24,1.03,0.765999973,0.207867125,0.982602955,135.35,0.234740553,100,4.988672009
MNE,99,99,9160657,11,1486,9,1,82541,13,97,0,622159,49,212741,34,2299,65,0,6514,7,76,15,87,0.2,12.4102,531.7323024,7250,89,27,58.9,1.064,17.54400063,0.013983563,24.58666174,69.18,0,100,6.075418585
MNG,81,95,1043927574,24,63,6,2,17620,0,83,1,2976877,3,945754,31,63,68,1,3946,3,69,428,37,11,24.8272,153.2406262,3850,99,1180,54.8,1.03,4.861000061,0.190535253,8.587321545,151.46,1.714697299,97.95178478,5.715061365
MRT,39,78,399441644,34,403776,7,4,138162,3,69,2,4182341,13,2045625,48,403776,51,4,1158,4,63,107,49,24,81.7854,53.61152776,1230,73,7923,33.7,1.05,10.78899956,0.107595244,1.22644232,125.25,0.705723831,100,4.713438542
MUS,98,92,0,10,15739,7,1,28585,2,99,0,1262605,22,744937,59,16514,41,0,9260,5,74,13,80,1.2,27.2926,529.1614076,9790,97,173,31.9,1.042,7.409999847,0.059401,30.17175669,94.18,0,100,6.766339711
MWI,10,48,239859,37,141643,7,4,215158,1,67,2,17573607,91,14706824,83,146617,16,4,362,9,62,193,46,23,141.779,34.00190172,340,88,27008,22.9,1.03,5.785999775,0.216233355,0.082293863,150.41,0,100,4.649595727
MYS,99,100,499387222,17,1496054,4,2,2514243,8,96,1,30723155,9,7922580,25,2003019,74,2,9655,3,75,88,87,4.3,13.308,376.0573582,10450,99,3369,41.6,1.06,3.099999905,0.026862801,14.61275706,129.93,2.043894261,93.50817804,7.27282604
NAM,50,76,209877809,29,510094,7,3,93888,3,78,2,2425561,97,1287973,53,510729,46,4,4803,9,63,495,80,33,76.1964,466.1060246,5300,92,2468,39.8,1.03,20.83099937,0.329820606,7.524321178,91.75,0,100,5.242624538
NER,16,60,24728541,48,27000,9,7,189255,0,45,3,19896965,0,16664305,83,27300,16,4,362,7,59,95,55,19,196.034,25.7228197,390,75,48749,21.5,1.05,0.298999995,0.844349879,0.552848135,163.26,1.304656005,100,5.66966203
NGA,52,81,168096399,39,710331,12,5,1199115,0,67,2,181181744,18,94508021,52,1027058,47,4,2729,3,52,219,22,62,111.218,97.52209575,2880,42,481720,28.3,1.059,5.313000202,0.187656876,0.103296831,125.77,2.99415467,100,5.66966203
NIC,81,98,135262386,19,40846,4,2,40262,0,82,1,6082035,50,2560841,42,65406,57,1,2073,7,75,51,80,2.9,88.3512,165.9079391,1950,98,1926,57.6,1.05,4.396999836,0.247285654,5.820699815,122.93,0,99.92951799,7.25438256
NLD,100,100,0,10,384476,8,1,1979486,11,100,0,16939923,12,1664686,9,447396,90,0,45175,10,81,5.8,87,0.23,4.175,4662.167093,49810,95,609,57.4,1.054,6.872000217,0.060980206,41.03981114,117.3,0.027752199,99.81168269,9.165410808
NOR,100,100,8998708,11,2441261,7,1,741813,14,100,0,5188607,97,981114,18,3822151,81,1,74521,10,82,6.3,87,0.22,5.7708,7565.549817,93080,95,134,57.9,1.056,4.296000004,0.15556006,18.16422672,107.67,3.132738868,2.024656744,9.390988752
NPL,87,97,0,19,21500,6,2,518278,1,87,1,28656282,100,23338536,81,69500,18,3,747,6,69,156,74,20,63.6844,45.14484343,740,91,17109,20.4,1.065,1.42900002,0.073760439,2.955512512,135.94,0,100,5.553326235
NZL,100,100,309412183,13,433312,6,1,1039736,22,100,1,4595700,80,627727,13,524588,86,1,38649,9,81,7.3,87,0.27,21.1848,3582.27316,40830,92,285,65.1,1.055,5.364999771,0.130121635,40.09073943,120.13,0.198868017,0.349574374,9.158317162
PAK,93,98,29423278,28,493485,7,3,3628956,1,88,2,189380513,31,121154289,63,644659,36,2,1428,2,66,270,63,29,38.4744,37.88962344,1430,72,346805,27.7,1.087,3.565999985,0.16052338,1.867985224,131.05,0.313049199,100,6.034275438
PAN,92,99,40538592,19,142429,4,2,184710,4,95,1,3969249,65,1321919,33,151579,66,2,13627,6,77,52,80,6.3,83.8412,929.7985434,11740,73,1160,58.2,1.05,3.002000093,0.141840434,15.63106774,117.13,0,87.28942893,8.260261571
