Country_Code,EG.ELC.ACCS.ZS,EG.ELC.ACCS.UR.ZS,NY.ADJ.DMIN.CD,SP.DYN.CBRT.IN,ER.FSH.CAPT.MT,SP.DYN.CDRT.IN,SP.DYN.TFRT.IN,SM.POP.TOTL,SM.POP.TOTL.ZS,SH.H2O.BASW.ZS,SP.POP.GROW,SP.POP.TOTL,EG.ELC.RNEW.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,ER.FSH.PROD.MT,SP.URB.TOTL.IN.ZS,SP.URB.GROW,NY.GDP.PCAP.CD,SH.XPD.CHEX.GD.ZS,SP.DYN.LE00.IN,SH.TBS.INCD,SH.TBS.DTEC.ZS,SH.TBS.MORT,SP.ADO.TFRT,SH.XPD.CHEX.PC.CD,NY.GNP.PCAP.CD,SH.IMM.IDPT,SH.DTH.IMRT,SH.STA.OWAD.ZS,SP.POP.BRTH.MF,SL.UEM.TOTL.ZS,AG.LND.ARBL.HA.PC,IT.MLT.MAIN.P2,AG.PRD.FOOD.XD,NY.GDP.PETR.RT.ZS,EN.ATM.PM25.MC.ZS,SH.ALC.PCAP.LI
BEN,41,70,527846,37,49806,9,4,245399,2,66,2,10872298,5,5846143,53,52886,46,3,788,3,60,59,61,9.4,88.1498,30.40151289,820,82,25744,29.5,1.041,2.41899991,0.248337564,1.148634815,161.65,0.073968446,100,3
BFA,19,60,886474131,38,22070,8,5,704676,3,53,2,18646433,12,13400446,71,22540,28,5,583,6,60,51,60,8.7,106.5448,40.94095568,600,91,37627,23.2,1.046,6.363999844,0.321777361,0.40612057,127.42,0,100,8.2
BGD,75,94,0,18,1674770,5,2,1422805,0,97,1,162951560,1,105783264,64,3878324,35,3,1358,2,72,221,62,40,84.4078,34.21796766,1330,97,87197,20,1.049,4.349999905,0.04764735,0.470190651,145.31,0.013982449,100,0
BGR,100,100,318341353,9,8614,15,1,102113,1,99,0,7127822,15,1829783,25,24376,74,0,7469,8,74,27,80,1.5,40.2932,612.4785856,7580,92,443,61.7,1.06,7.574999809,0.490472405,20.73864186,129.85,0.006790842,99.89349344,12.7
BHR,100,100,0,14,15000,2,2,704137,51,100,3,1425171,0,155486,10,15006,89,3,22628,4,76,12,87,0.51,13.493,1099.362291,21390,99,138,65.8,1.037,1.013000011,0.001122672,19.63722248,200.76,1.811240717,100,1.9
BIH,100,100,18531802,9,305,11,1,34803,0,97,0,3516816,35,1845695,52,4868,47,0,4808,9,76,32,80,3.7,10.4266,443.7837805,4950,78,165,53.3,1.059,25.40999985,0.291741166,21.18367865,125.39,0,99.95544692,6.4
BLR,100,100,0,12,686,12,1,1082905,11,97,0,9501534,0,2122548,22,11885,77,0,5025,6,73,42,80,2.3,17.9796,317.9941906,5630,98,335,59.4,1.061,5.840000153,0.598198123,47.63040079,133.94,0.384228205,100,11.2
BOL,93,99,696125087,23,7000,7,2,142989,1,91,1,10887882,30,3403770,31,10000,68,2,3117,6,69,114,62,11,69.0318,213.0173253,3080,87,7296,56.1,1.05,3.055999994,0.408986798,7.966159075,146.43,0.925750927,99.99748599,4.8
BRA,100,100,11607087290,14,705000,6,1,713568,0,97,0,207652865,76,28984187,13,1286230,86,1,8650,11,75,42,87,2.5,62.6774,1015.934448,8860,89,43026,56.5,1.05,11.60900021,0.389958501,20.22796459,136.5,0.823917837,67.95255918,7.8
BTN,100,100,222037,18,7,6,2,51106,6,96,1,797765,99,483222,60,157,39,3,2782,3,70,178,80,20,22.0802,91.33533448,2520,98,383,27.1,1.04,2.338999987,0.125350197,2.642507505,102.11,0,100,0.6
BWA,60,77,46090752,23,38,6,2,160644,7,79,1,2250260,0,721591,32,53,67,2,6954,5,66,326,74,19,31.7182,379.9230078,6600,95,1709,43.4,1.03,17.9489994,0.115364449,6.315803507,119.84,0,100,8.4
CAN,100,100,6996631010,10,874727,7,1,7835502,21,99,1,36264604,63,6781481,18,1075492,81,1,42105,10,82,5.5,87,0.3,9.7884,4458.214999,43770,91,1777,64.1,1.056,6.999000072,1.206851728,41.7624534,117.66,0.470796273,0,8.9
CHE,100,100,259249,10,1851,7,1,2438702,29,100,1,8373338,59,2198922,26,3584,73,1,80037,12,83,7.8,87,0.2,3.0918,9835.963686,82130,96,327,54.3,1.052,4.918000221,0.047615421,45.86281483,102.84,0,49.33945364,11.5
CHL,100,100,13688255295,13,1829238,6,1,469436,2,99,0,17909754,39,2252689,12,2879355,87,0,13960,8,79,16,87,2.4,46.581,1190.548545,13590,95,1565,63.1,1.04,6.737999916,0.070899916,18.84468653,114.79,0.008119207,97.59441874,9.3
CHN,100,100,31825069500,12,17800000,7,1,978046,0,94,0,1378665000,21,596465626,43,81500000,56,2,8117,4,76,64,87,2.8,6.5024,398.3315557,8250,99,144606,32.3,1.152,4.5,0.086242851,14.72204818,139.03,0.256725643,99.99829865,7.2
CMR,60,91,39551499,36,233190,10,4,381984,1,64,2,23439189,75,10505679,44,235505,55,3,1391,4,58,203,54,29,108.8318,64.46729416,1410,85,47497,33.6,1.03,3.470999956,0.264514271,4.48425498,181.65,1.688021298,100,8.9
COD,17,47,2907541807,42,237372,9,6,545694,0,41,3,78736153,99,44637887,56,240533,43,4,471,3,59,323,51,67,125.2448,20.5175231,470,79,235170,25.3,1.03,4.295000076,0.090174586,0,108.46,0.320004929,100,2.6
COL,99,100,1413773772,15,86344,6,1,133134,0,96,0,48653419,73,9678138,19,183314,80,1,5813,5,74,32,80,2.7,49.497,340.3654688,6340,91,9688,59,1.05,8.692000389,0.034706707,14.62586627,116.67,1.840810964,92.74339524,5.8
COM,77,92,0,32,16407,7,4,12555,1,83,2,795601,0,567908,71,16407,28,2,1287,7,63,35,59,6.5,67.17,59.00043787,1320,91,1382,27.1,1.05,3.851999998,0.081699244,1.64014374,108.68,0,100,0.9
CRI,100,100,2049632,14,14750,4,1,421697,8,99,1,4857274,92,1081472,22,37171,77,2,11767,7,79,9.5,80,0.92,54.58,888.8537005,10860,97,557,61.6,1.05,8.597999573,0.050954507,17.49594526,131.03,0,99.71706666,4.8
CYP,100,100,2246474,10,1507,6,1,196167,16,100,0,1170125,7,387534,33,8131,66,0,24019,6,80,5.6,87,0.26,4.6978,1634.430922,24660,97,28,59.1,1.07,12.94999981,0.072325604,37.72334667,79.14,0,100,10.8
CZE,100,100,0,10,3507,10,1,405093,3,99,0,10566332,10,2792682,26,24459,73,0,18463,7,79,5.5,87,0.4,10.2054,1321.620203,17590,96,278,62.3,1.058,3.950999975,0.236032712,16.5733558,102.48,0.007273201,99.67485548,14.4
DEU,100,100,5855762,9,271185,11,1,12005690,14,100,0,82348669,25,18755733,22,312906,77,0,42443,11,80,8.1,87,0.39,6.8406,4714.260873,44360,95,2269,56.8,1.058,4.122000217,0.142843839,55.30144832,107.92,0.008163303,89.15466272,13.4
DNK,100,100,6148046,10,670344,9,1,572520,10,100,0,5728010,53,707867,12,706681,87,0,54467,10,80,5.9,87,0.31,4.1856,5565.593425,56750,94,217,55.4,1.056,6.181000233,0.414629164,27.260792,103.33,0.271958053,57.09176238,10.4
DOM,100,100,935084773,20,14640,6,2,415564,3,94,1,10648791,14,2189817,20,16925,79,2,6793,6,73,50,80,3.3,96.1016,414.17658,6480,87,5488,61.2,1.05,7.28399992,0.075125899,12.63139637,147.54,0,99.91388391,6.9
DZA,99,99,9186936,23,95000,4,2,242391,0,93,1,40606052,0,11589373,28,96361,71,2,3943,6,76,70,80,7.7,10.4216,260.4125793,4370,91,19751,62,1.05,10.20199966,0.182342282,8.384732896,151.62,10.0461045,100,0.9
ECU,99,100,138097544,20,715495,5,2,387513,2,91,1,16385068,51,5974979,36,1166585,63,1,6099,8,76,40,80,3.3,74.5986,504.782482,5840,83,4191,56,1.05,4.597000122,0.05956643,14.96254395,114.35,3.179475353,98.65234837,4.4
EGY,100,100,428856092,26,335614,5,3,491643,0,98,2,95688681,8,54798994,57,1706274,42,1,3479,4,71,14,61,0.42,50.9624,130.9858695,3410,95,49073,63.5,1.061,12.40699959,0.029123298,6.39391194,124.98,2.259071466,100,0.4
ESP,100,100,281452032,8,915137,8,1,5852953,12,99,0,46483569,36,9371088,20,1198968,79,0,26622,8,83,12,87,0.54,8.678,2389.887408,27620,97,1071,61.6,1.064,19.63500023,0.265409476,42.31270261,103.9,0.00138326,40.724385,10
EST,100,100,0,10,75931,11,1,202348,15,99,0,1315790,11,413645,31,76798,68,0,18228,6,77,16,87,1.3,13.3262,1185.333348,18300,93,32,55.8,1.058,6.762000084,0.528959788,28.23660017,129.45,0.210487362,0,11.6
ETH,42,85,241703609,31,45500,6,4,1072949,1,36,2,102403196,99,82059777,80,45595,19,4,712,3,65,177,69,25,64.8554,27.52365701,660,73,136965,20.9,1.04,1.934999943,0.147641876,1.120082229,161.89,0,100,2.9
FIN,100,100,295325870,9,192065,9,1,315881,5,100,0,5495303,39,809183,14,206477,85,0,43493,9,81,4.7,87,0.54,6.8998,4117.257782,45620,92,114,57.9,1.047,8.81799984,0.408712677,8.309813394,97.26,0,0,10.7
FRA,100,100,30442,11,561173,8,1,7784418,12,100,0,66859768,16,13427447,20,727813,79,0,36870,11,82,8.7,83,0.62,8.8022,4263.361561,38980,96,2688,59.5,1.052,10.05700016,0.274543578,60.26820789,96.07,0.00399977,78.27749787,12.6
GAB,91,96,28564971,29,31000,7,3,268384,15,86,2,1979786,42,226507,11,31045,88,3,7078,3,66,533,53,92,98.484,220.3547089,7180,75,2076,40.2,1.03,19.62599945,0.164159157,0.956972117,119.32,8.973998399,100,11.5
GBR,100,100,2740,11,702405,9,1,8543120,13,100,0,65595565,17,11226025,17,896897,82,1,40539,9,81,9.9,89,0.53,13.5472,3958.018894,42420,94,3011,63.7,1.051,4.813000202,0.091866116,51.0602525,103.82,0.215951849,67.10067313,11.5
GEO,100,100,91084192,13,30078,13,1,168802,4,92,0,3727505,78,1571628,42,30748,57,0,3857,8,73,92,82,5.5,47.052,308.0316512,3830,92,552,54.2,1.081,13.97000027,0.092286932,21.41004559,71.48,0.102768614,100,9.8
GHA,79,89,1825208025,31,327457,8,3,399471,1,76,2,28206728,61,12763826,45,379937,54,3,1950,4,62,156,32,36,67.644,67.50885898,1840,93,32266,32,1.053,6.767000198,0.166626913,0.891595792,153.14,1.066670587,100,2.7
GIN,33,82,410482447,35,128000,9,4,228413,1,66,2,12395924,69,8000329,64,128250,35,3,701,5,60,176,58,26,137.4098,37.45933893,740,45,25560,26.6,1.024,3.667999983,0.250082204,0,135.65,0,100,1.3
GRC,100,100,32039930,8,76362,11,1,1242514,11,100,0,10775971,23,2329011,21,199772,78,0,18116,8,81,4.2,87,0.4,7.4862,1510.666713,18890,99,387,62.3,1.064,23.53899956,0.198589992,46.50466804,95.1,0.010940884,100,10.4
GTM,91,96,249921637,25,19011,4,2,76352,0,92,2,16582469,65,8238336,49,45279,50,2,4140,5,73,24,80,1.9,72.4582,241.3522846,3800,80,9955,55.9,1.05,2.825999975,0.051982609,14.80345297,161.54,0.07708875,100,2.5
HKG,100,100,0,8,142775,6,1,2838665,38,99,0,7336600,0,0,0,147033,100,0,43737,0,84,69,87,2.3,2.7682,1177,42970,88,0,48.6,1.067,3.390000105,0.000408909,59.13239542,59.3,0,90,6.43
HND,87,100,75222666,21,10600,4,2,28070,0,91,1,9112867,45,4026703,44,63700,55,2,2375,8,73,40,80,4.5,72.1834,199.5545151,2160,97,3194,55.8,1.05,4.668000221,0.111929648,4.860479144,119.57,0,99.98207531,4
HRV,100,100,6470,9,72311,12,1,576883,13,99,0,4174349,64,1819891,43,88116,56,0,12371,7,78,12,87,1.4,9.3744,884.4911137,12360,93,157,59.6,1.059,13.10299969,0.208894848,34.08228535,128.23,0.160429116,99.78069913,8.9
HTI,38,65,0,24,16510,8,2,39529,0,63,1,10847334,12,5055292,46,17730,53,3,734,5,63,188,75,12,38.213,37.7231276,780,58,14314,54.9,1.05,13.64700031,0.098641749,0.052473723,157.13,0,100,5.8
HUN,100,100,3408,9,5048,13,1,449632,4,99,0,9814023,9,2867756,29,21295,70,0,12839,7,76,8.7,87,0.68,19.8054,942.591963,12940,99,356,61.6,1.06,5.114999771,0.440594036,31.98651818,87.2,0.068498933,100,11.4
IDN,97,100,3915199930,18,6584419,7,2,328846,0,88,1,261115456,11,120141832,46,23200000,53,2,3568,3,69,322,43,42,47.9942,111.5532193,3410,79,109780,28.2,1.05,4.301000118,0.089998502,4.118067986,144.56,0.649637376,95.69352975,0.8
IND,84,98,4803219241,19,5082332,7,2,5240960,0,86,1,1324171354,16,884784815,66,10800000,33,2,1729,3,68,211,63,32,24.5354,62.71555407,1680,88,842322,19.7,1.107,2.730000019,0.118159179,1.842963898,144.39,0.2350212,100,5.7
IRL,100,100,109809981,13,259845,6,1,746260,15,98,1,4755335,23,1771980,37,300089,62,1,63558,7,81,7.1,87,0.51,10.1352,4758.594315,53110,95,205,60.6,1.06,8.366000175,0.093789397,40.14347626,110.02,0,0.273735769,13
IRN,100,100,927052916,16,695407,4,1,2726420,3,94,1,80277428,5,20968464,26,1093536,73,1,5219,8,75,14,80,1,25.7152,415.3911998,5470,99,17786,61.6,1.052,12.43000031,0.182953046,38.45328851,113.29,11.44124931,100,1
IRQ,100,100,185420,33,28000,5,4,353881,0,85,2,37202572,6,11125801,29,56835,70,3,4584,3,69,43,46,3,79.799,152.6425484,5380,63,31648,64.6,1.065,8.093000412,0.13439931,5.459299965,66.64,31.15654287,100,0.4
ISL,100,100,0,12,1085176,6,1,37522,11,100,1,335439,99,21015,6,1100305,93,1,61757,8,82,2.1,87,0,7.316,5063.605832,55120,91,7,59.1,1.053,2.977999926,0.360721323,49.49740431,123.37,0,11.10046178,9.1
ISR,100,100,160500364,21,1758,5,3,2011727,24,100,1,8546000,1,661802,7,20672,92,2,37371,7,82,3.5,87,0.18,9.6814,2837.139639,36460,94,488,64.3,1.053,4.797999859,0.034519073,40.77506266,109.69,0.001457423,100,3.8
ITA,100,100,0,7,198130,10,1,5788875,9,100,0,60627498,37,18276159,30,355238,69,0,30829,8,83,7.3,87,0.57,6.1562,2738.706124,31820,94,1436,58.5,1.063,11.68799973,0.108894482,34.10263191,92.59,0.024282898,94.54848442,7.5
JAM,98,100,15495583,16,16800,6,2,23167,0,92,0,2881355,10,1293786,44,17420,55,0,4883,6,75,4.5,80,0.28,54.3564,296.2461483,4600,99,649,55.5,1.05,13.19200039,0.041647072,10.76621937,105.58,0,100,4.2
JOR,100,99,71714122,26,873,3,3,3112026,40,98,3,9455802,0,897734,9,1758,90,3,4087,5,74,5.5,80,0.27,23.285,223.5381988,3920,98,3673,69.6,1.054,15.27499962,0.025091472,3.799571945,145.5,0.000678472,100,0.7
JPN,100,100,175784443,7,3275263,10,1,2043877,1,98,0,126994511,13,10849141,8,4343257,91,0,38972,10,83,16,87,2.3,4.1582,4233.033276,38000,99,2037,27.2,1.056,3.099999905,0.032946306,50.17610185,92.18,0.001489384,75.41211147,8
KAZ,100,100,2980987022,22,41335,7,2,3546778,20,90,1,17794055,8,7604467,42,43213,57,1,7714,3,72,72,96,2.6,28.4158,262.0090142,8800,82,3715,53.6,1.06,4.960000038,1.651956229,21.85433453,141.39,7.145422463,87.15238088,7.7
KEN,56,77,3515688,31,171391,5,3,1084357,2,57,2,48461567,78,35810675,73,186751,26,4,1462,4,67,348,45,60,81.7916,66.20980967,1380,89,51524,25.5,1.03,9.62899971,0.119682469,0.150224197,125.56,0,100,3.4
KGZ,99,100,423088379,26,89,5,3,204382,3,86,2,6079500,90,3894285,64,2019,35,2,1120,6,70,144,82,7.5,38.812,72.87788481,1110,96,2838,48.3,1.058,7.210000038,0.211859528,6.416488715,117.81,0.083502247,97.40665321,6.2
KHM,49,100,0,23,629950,6,2,73963,0,72,1,15762370,50,12202912,77,802450,22,3,1269,6,68,345,62,20,49.9048,77.67368199,1140,93,9609,21.7,1.049,1.131000042,0.241080497,1.441794603,187.64,0,100,6.7
KWT,100,100,0,16,5493,2,1,2866136,73,100,2,4052584,0,0,0,5689,100,2,27368,3,74,24,87,0.35,9.3952,1068.323213,34890,99,467,73.4,1.045,2.160000086,0.001974049,13.15787655,191.59,31.63953311,100,0
LAO,87,97,444900189,23,70915,6,2,22244,0,77,1,6758353,96,4478355,66,180750,33,3,2338,2,66,175,42,43,63.2928,55.21359284,2150,82,8046,25.4,1.05,0.647000015,0.225646692,18.74132647,211.35,0,100,10.4
LBN,100,100,0,15,4291,4,1,1997776,34,91,2,6006668,4,704822,11,5306,88,2,8571,8,79,12,87,1,12.1762,662.1270576,8120,79,602,67.9,1.05,6.263000011,0.021975578,30.23742947,87.87,0,100,1.5
LBR,19,34,23357612,34,14700,7,4,113779,2,69,2,4613823,0,2295192,49,14740,50,3,710,9,62,308,50,60,128.7644,68.31283566,610,79,9000,30.9,1.054,2.150000095,0.10837,0.173392001,135.8,0,100,5.8
LBY,98,99,0,19,30002,5,2,771146,12,96,0,6293253,0,1287600,20,30012,79,1,4166,0,71,40,45,9.8,5.7288,1177,4700,97,1385,66.8,1.06,16.23900032,0.273308573,21.83938895,117.43,20.99107896,100,0
LKA,95,100,549481,15,521637,6,2,38706,0,90,1,21203000,44,17320519,81,552611,18,1,3857,3,75,65,64,3.8,14.8258,153.0967841,3790,99,2508,23.3,1.042,4.369999886,0.061312078,11.92298942,131.27,0,69.06296284,4.3
LTU,100,100,0,10,106945,14,1,136036,4,96,-1,2868231,35,936019,32,111337,67,-1,14982,6,74,53,87,6,11.392,987.9493137,14643,94,119,59.6,1.052,7.861999989,0.747010997,18.25397344,136.6,0.020693631,97.07495748,15
LUX,100,100,9743354,10,0,6,1,249325,43,99,2,582014,21,55524,9,0,90,2,101305,6,82,5.8,87,0.18,5.4384,6271.437588,71200,99,14,58.7,1.046,6.290999889,0.106286104,48.00719761,109.81,0,68.73273003,13
LVA,100,100,0,11,114806,14,1,263126,13,98,0,1959537,57,626640,31,115594,68,0,14133,6,74,37,87,3.7,13.8282,874.2035772,14580,98,78,57.8,1.057,9.642999649,0.657298127,18.41839505,151.72,0,89.41149817,12.9
MAC,100,100,0,12,1500,3,1,342703,58,100,1,612167,0,0,0,1500,100,1,74017,0,83,67,87,5.5,2.625,1177,65130,88,0,48.6,1.05,1.899999976,0.244,23.19628467,90.05,0,90,6.43
MAR,100,100,122865185,19,1454105,5,2,88511,0,81,1,35276786,12,13630950,38,1455247,61,2,2885,5,75,103,87,8.4,31.6776,171.4501845,2880,99,14677,60.4,1.06,9.300000191,0.230463172,5.868371909,118.49,0.007344291,100,0.6
MDA,100,100,0,10,50,11,1,142904,3,86,0,3551954,5,2041983,57,12061,42,0,1913,8,71,101,87,7.4,22.6952,171.1901319,2140,89,570,51.8,1.058,4.184999943,0.514449244,28.85221923,97.43,0.01060095,100,15.2
MDG,22,67,77302899,33,142333,6,4,32075,0,49,2,24894551,52,15968361,64,168331,35,4,401,6,65,237,50,53,111.6784,24.11914971,400,77,27472,23.9,1.03,1.754999995,0.140593016,0.596857521,121.29,0.070962925,100,1.9
MEX,100,100,5510545666,18,1524467,4,2,1193155,0,97,1,127540423,15,26047581,20,1745795,79,1,8450,5,77,22,80,1.7,61.4052,461.7866471,9100,97,28195,64.9,1.05,3.858999968,0.176900778,16.38368723,126.72,1.222315467,99.656644,6.5
MLI,35,83,956753025,42,102486,10,6,363145,2,71,2,17994837,52,10656003,59,106680,40,4,778,3,57,56,68,7.9,171.0826,29.7866224,770,66,50871,28.1,1.05,9.729999542,0.356268856,1.115942312,175.83,0,100,1.3
MLT,100,100,0,9,2420,7,1,41442,9,100,2,455356,3,25136,5,8492,94,2,24758,9,82,13,87,0.46,16.8016,2327.781904,23750,97,24,66.4,1.06,4.702000141,0.019918481,54.58517521,90.31,0,100,8.1
MMR,57,89,460989618,17,2072390,8,2,73308,0,66,0,52885223,66,36976290,69,3090034,30,1,1196,5,66,361,72,47,29.04,62.10872783,1200,90,37326,24.8,1.03,1.175999999,0.206257994,0.972644098,135.83,0.140039314,100,4.8
MNE,100,100,13235860,11,1595,9,1,82541,13,96,0,622303,55,210706,33,2524,66,0,7028,7,77,16,87,0.2,12.1036,531.7323024,7090,89,25,59.4,1.062,17.72299957,0.014462408,23.54620873,63.25,0,100,8
MNG,81,95,1071917632,23,15,6,2,17620,0,81,1,3027398,2,959776,31,15,68,1,3695,3,69,428,34,11,24.2296,140.7082037,3530,99,1117,55.6,1.03,7.235000134,0.187355614,7.441604969,160.19,1.507685961,96.83175233,7.4
MRT,41,81,373222598,34,609754,7,4,138162,3,68,2,4301018,7,2066123,48,609754,51,4,1101,4,63,102,54,21,80.5032,46.77139384,1130,74,7865,34.4,1.05,10.37800026,0.104626393,1.236707217,120.03,0.574155646,100,0
MUS,98,91,0,10,18062,8,1,28585,2,99,0,1263473,21,746586,59,19083,40,0,9681,5,74,12,80,1.4,26.9298,553.0965277,9790,96,164,32.3,1.042,6.813000202,0.059360192,30.86048052,91.81,0,100,3.6
MWI,11,42,69291,36,152852,7,4,215158,1,65,2,18091575,91,15105380,83,160498,16,4,300,9,63,159,54,16,141.007,29.58739886,320,84,26347,23.4,1.03,5.711999893,0.21004252,0.062095202,147.18,0,100,3.7
MYS,100,100,67297730,17,1584371,4,2,2514243,8,96,1,31187265,8,7846716,25,1992258,74,2,9515,3,75,92,87,4.2,13.361,361.5219737,9860,95,3480,42.5,1.06,3.440000057,0.028280774,15.51017699,131.3,1.707214089,90.41989266,0.9
NAM,51,77,248615892,29,503878,7,3,93888,3,78,2,2479713,97,1290418,52,504468,47,4,4549,9,64,446,80,30,75.0032,402.7570179,4700,85,2337,40.6,1.03,23.35199928,0.32261798,7.575594434,92.56,0,100,9.8
NER,16,65,22752961,48,34592,9,7,189255,0,44,3,20672987,0,17305357,83,34892,16,4,364,6,60,93,52,20,194.009,22.68333964,370,80,48637,22,1.05,0.31099999,0.812654698,0.778058826,176.35,1.32865069,100,0.5
NGA,59,86,198030688,38,734731,12,5,1199115,0,65,2,185989640,18,95444304,51,1041458,48,4,2175,3,53,219,24,62,109.274,79.33990545,2470,42,473758,28.9,1.059,6.236999989,0.182805881,0.083076133,124.55,2.803151866,100,13.4
NIC,81,99,158161646,19,45500,4,2,40262,0,82,1,6149928,49,2577435,41,68030,58,1,2143,8,75,48,80,1.9,86.8736,188.158313,2040,98,1845,58.2,1.05,4.340000153,0.244555709,5.96163077,128.52,0,99.90322898,5.2
NLD,100,100,0,10,370274,8,1,1979486,11,100,0,17030314,11,1594889,9,433214,90,1,46007,10,81,5.9,87,0.18,4.084,4742.030274,46900,95,604,57.8,1.053,6.006000042,0.06036295,39.87677875,119.58,0.014796883,99.59579833,8.7
NOR,100,100,5647624,11,2203360,7,1,741813,14,100,0,5234519,97,969171,18,3529576,81,1,70941,10,82,6.1,87,0.22,5.6814,7477.897607,81620,96,130,58.3,1.057,4.678999901,0.15381165,15.36079932,107.38,2.680452024,2.034288278,7.5
NPL,90,94,0,19,21500,6,2,518278,1,86,1,28982771,99,23492855,81,70543,18,3,730,6,70,154,70,22,62.0832,45.45297766,730,87,16408,21,1.065,1.425999999,0.072929533,2.961197188,137.83,0,100,2
NZL,100,100,302506689,12,424791,6,1,1039736,22,100,2,4693200,76,638275,13,533807,86,2,40331,9,81,7.3,87,0.27,20.6034,3745.216461,39520,92,275,65.6,1.055,5.099999905,0.121452314,37.76149027,119.15,0.132358846,0,10.7
PAK,99,99,29086151,28,513156,7,3,3628956,1,88,1,193203476,31,123198129,63,669586,36,2,1442,2,66,268,69,28,37.6912,39.57887533,1500,75,338852,28.4,1.087,3.440000057,0.160659635,1.606811153,130.37,0.222395498,100,0.3
PAN,93,99,45551474,19,144450,5,2,184710,4,94,1,4034119,60,1330170,32,153258,67,2,14366,7,78,56,80,5.6,82.8346,1040.673192,12400,86,1125,58.8,1.05,3.315000057,0.139559592,16.18236844,114.95,0,72.13426654,7.9
PER,94,100,8243270453,19,3811802,5,2,90881,0,89,1,31773839,53,7136722,22,3911989,77,1,6031,5,74,117,80,7.2,48.4014,316.437135,5950,89,7385,57.5,1.05,3.535000086,0.110405293,9.67608604,151.81,0.125630485,99.96870207,6.3
