Country_Code,EG.ELC.ACCS.ZS,EG.ELC.ACCS.UR.ZS,NY.ADJ.DMIN.CD,SP.DYN.CBRT.IN,ER.FSH.CAPT.MT,SP.DYN.CDRT.IN,SP.DYN.TFRT.IN,SM.POP.TOTL,SM.POP.TOTL.ZS,SH.H2O.BASW.ZS,SP.POP.GROW,SP.POP.TOTL,EG.ELC.RNEW.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,ER.FSH.PROD.MT,SP.URB.TOTL.IN.ZS,SP.URB.GROW,NY.GDP.PCAP.CD,SH.XPD.CHEX.GD.ZS,SP.DYN.LE00.IN,SH.TBS.INCD,SH.TBS.DTEC.ZS,SH.TBS.MORT,SP.ADO.TFRT,SH.XPD.CHEX.PC.CD,NY.GNP.PCAP.CD,SH.IMM.IDPT,SH.DTH.IMRT,SH.STA.OWAD.ZS,SP.POP.BRTH.MF,SL.UEM.TOTL.ZS,AG.LND.ARBL.HA.PC,IT.MLT.MAIN.P2,AG.PRD.FOOD.XD,NY.GDP.PETR.RT.ZS,EN.ATM.PM25.MC.ZS,SH.ALC.PCAP.LI
PHL,90,96,1725362901,23,2027992,6,2,211862,0,90,1,103320222,26,55302149,53,4228906,46,1,2950,4,69,554,58,26,59.855,129.4326091,3580,86,53995,27.6,1.06,2.707999945,0.054103639,3.660427675,113.99,0.039182549,96.81597569,6.6
PLW,99,99,0,12,818,9,2,5664,26,99,1,21503,0,4564,21,841,78,1,14136,11,0,123,87,10,44.5,1674.089909,12580,98,4,85.1,1.05,7.15,0.046505139,34.405,125.4,1,100,6.43
POL,100,100,711406255,10,218115,10,1,619403,1,97,0,37970087,11,15120448,39,256415,60,0,12430,6,77,18,87,1.3,13.0314,809.0149024,12670,98,1487,58.3,1.056,6.160999775,0.284592448,21.30352045,117.6,0.025629491,99.96609131,11.6
PRT,100,100,134864369,8,186950,10,1,837257,8,99,0,10325452,52,3708283,35,196737,64,0,19977,9,81,20,87,2,9.9086,1800.859919,19950,98,250,57.5,1.06,11.06599998,0.09478229,46.16129176,108.59,0,14.71847244,12.3
PRY,98,99,0,20,17000,5,2,156462,2,96,1,6725308,99,2621122,38,25500,61,1,5360,8,73,42,87,4,56.6034,327.2351051,5430,92,2588,53.5,1.05,5.255000114,0.713721959,5.210988106,183.72,0,98.93517738,7.2
QAT,100,100,0,10,14516,1,1,1687640,75,100,3,2569804,0,25313,0,14526,99,3,59044,3,78,23,87,0.36,10.1912,1827.060344,66110,98,170,71.7,1.045,0.140000001,0.005564627,18.17835135,169.67,11.73197294,100,2
ROU,100,100,26742958,10,12728,13,1,226943,1,100,0,19702332,35,9082775,46,25302,53,0,9567,4,75,74,87,5,33.7208,476.3683087,9530,89,1365,57.7,1.058,5.901000023,0.435582955,20.78057818,112.93,0.242022113,97.90706909,12.7
RUS,100,100,7566148102,12,4773413,12,1,11643276,8,96,0,144342396,16,37292301,25,4947253,74,0,8744,5,71,64,100,8.6,22.5264,469.1308678,9710,97,12632,57.1,1.055,5.559000015,0.852984457,22.41984106,147.45,5.156651474,91.7079918,11.7
RWA,29,79,6693999,31,25013,5,3,441525,3,55,2,11917508,45,9884858,82,26593,17,2,711,6,67,61,80,5.1,26.7824,48.07821533,710,98,11082,25.1,1.022,1.034999967,0.096639327,0.112464787,140.61,0,100,9
SAU,100,100,218517974,19,68082,3,2,10185945,32,99,2,32275687,0,5357441,16,108002,83,2,19982,5,74,10,87,3.3,8.294,1147.33297,21730,98,4218,69.7,1.03,5.650000095,0.107728148,11.26991348,107.06,19.43406464,100,0.2
SEN,64,87,248757967,35,474162,5,4,263242,1,73,2,15411614,10,8276653,53,476240,46,3,1231,5,67,122,68,18,74.8674,52.60971245,1240,93,18312,28.4,1.036,6.612999916,0.207635618,1.8553086,148.46,0,100,0.7
SGP,100,100,0,9,1234,4,1,2543638,45,100,1,5607283,1,0,0,7346,100,1,55243,4,82,50,87,1,3.7242,2462.393677,52350,97,110,31.8,1.073,4.079999924,9.99E-05,35.54319243,114.9,0,100,2
SLE,20,46,5121272,35,202100,12,4,91213,1,56,2,7396190,64,4346889,58,202175,41,3,480,16,51,304,63,47,115.5808,86.30818595,480,84,21597,27.7,1.018,4.710000038,0.21416432,0.22984807,201.22,0,100,5.7
SLV,98,98,0,18,54084,6,2,42045,0,91,0,6344722,59,1871630,29,62039,70,1,3768,6,73,60,80,1.3,70.2702,293.8725567,3490,93,1516,59.9,1.05,4.418000221,0.116159542,14.71107796,119.84,0,100,3.8
SOM,29,57,0,43,30000,11,6,25291,0,37,2,14317996,0,8044423,56,30000,43,4,472,0,56,270,37,75,102.189,1177,14643,42,49887,28.4,1.03,14.25899982,0.076826394,0.335242446,107.95,0,100,0
SRB,100,100,82436299,9,2067,14,1,807441,9,90,0,7058322,27,3119072,44,8944,55,0,5426,9,75,19,87,0.92,19.3052,494.420584,5300,92,490,57.1,1.052,15.25699997,0.368076152,38.44162446,98.59,0.084894375,100,11.1
SSD,8,22,0,35,35000,10,4,824122,6,47,2,12230730,0,9895639,80,35020,19,4,237,0,56,146,60,24,65.2468,1177,390,26,26928,48.6,1.04,12.57600021,0.23546,0,125.4,31.32569884,100,6.43
SVK,100,100,11418113,10,1866,9,1,177190,3,97,0,5430798,21,2508703,46,4034,53,0,16544,7,77,5.9,87,0.64,22.1502,1178.738231,16950,96,273,56.2,1.05,9.670000076,0.248029848,15.12786593,101.77,0.02760531,100,11.5
SVN,100,100,0,9,310,9,1,235966,11,99,0,2065042,32,949506,45,2154,54,0,21650,8,81,6.5,87,0.61,4.3078,1834.160712,21700,94,39,56.1,1.054,8,0.089044196,35.06902768,88.7,6.73E-05,99.47412541,12.6
SWE,100,100,547842699,11,208783,9,1,1639771,16,100,1,9923085,58,1304687,13,224530,86,1,51617,10,82,8.2,87,0.26,5.2738,5710.591419,54240,97,286,56.4,1.06,6.989999771,0.259455613,31.55572642,99.64,0,3.595702677,9.2
SYR,100,100,973700,21,4500,5,2,875189,4,96,-1,18430453,8,8692723,47,7000,52,0,0,3,70,21,80,0.26,39.5312,66.14174239,14643,42,5865,61.4,1.05,8.253000259,0.252950918,18.79957047,85.25,1,100,0.3
TCD,8,31,318860,43,110000,12,5,516968,3,42,3,14452543,0,11175140,77,110094,22,3,698,4,52,153,49,28,164.516,31.68594246,740,41,46000,23.1,1.03,2.417000055,0.33904068,0.092246742,155.2,6.758140485,100,1.6
TGO,46,87,372151928,34,31891,8,4,276844,3,61,2,7606374,81,4516056,59,31989,40,3,586,6,60,46,79,4.1,89.6202,38.77137729,600,89,12905,28.1,1.018,1.654000044,0.34839202,0.444587658,145,0,100,3.1
THA,100,99,124466595,10,1530583,7,1,3913258,5,97,0,68863514,8,35500519,51,2493154,48,1,5979,3,75,160,64,14,51.7934,221.917676,5700,99,6126,32.6,1.062,0.688000023,0.244106044,6.833807523,114.55,0.448840336,100,8.3
TJK,100,100,214659768,28,1100,5,3,275059,3,73,2,8734951,99,6389529,73,1550,26,2,795,6,71,85,80,5.3,36.9168,55.69698772,1110,96,7575,45.3,1.065,10.98900032,0.083572306,5.357786209,155.46,0.031433887,100,3.3
TKM,100,100,0,25,15000,7,2,196386,3,93,1,5662544,0,2790049,49,15030,50,2,6389,6,67,46,80,10,24.8254,422.8488287,6820,98,5949,51.8,1.046,3.799000025,0.342602194,11.74383811,113.04,3.713522077,100,5.4
TTO,100,100,0,13,13027,9,1,49883,3,96,0,1364962,0,638120,46,13038,53,0,16334,6,70,18,87,1.7,31.033,1063.827062,16760,97,445,46,1.038,2.971999884,0.018315528,19.94099469,96.14,1.887633869,100,8.4
TUN,100,100,125510072,18,115063,6,2,56701,0,93,1,11403248,2,3609584,31,131229,68,1,3666,6,75,38,80,3,7.6404,256.5018448,3720,98,2427,61.6,1.05,15.51399994,0.254313508,8.542557349,117.64,1.316205118,100,1.9
TUR,100,100,919897473,16,335326,5,2,2964916,3,98,1,79512426,27,20566684,25,585657,74,2,10862,4,75,18,87,0.64,26.927,468.6472813,11230,98,13884,66.8,1.05,10.83899975,0.256324716,13.9318589,134.45,0.036099435,100,2
TZA,32,65,1022222955,38,370966,6,5,261222,0,48,3,55572201,34,37604041,67,383513,32,5,922,4,65,287,40,51,116.5946,35.49967383,930,97,83184,27.7,1.03,2.095000029,0.242927215,0.233204728,168.95,0,100,9.4
UGA,26,57,296025,42,389244,8,5,749471,1,38,3,41487965,91,32101728,77,507295,22,5,581,6,59,201,52,26,110.5312,37.60696696,630,85,63831,22.4,1.03,1.792000055,0.166313291,0.887589931,98.31,0,100,9.5
UKR,100,100,405186356,10,75743,14,1,4834898,10,97,0,45004645,5,13882133,30,97167,69,0,2187,6,71,87,75,10,24.6626,141.1911478,2310,19,3698,58.4,1.063,9.350000381,0.728280381,20.14479258,169.07,0.207395436,100,8.6
URY,100,100,25434157,14,51500,9,1,71799,2,99,0,3444006,80,167241,4,51569,95,0,15298,9,77,29,87,2.3,55.3776,1379.098557,15200,95,354,62.9,1.05,7.84100008,0.699940737,32.33345122,116.65,0,22.39524307,10.8
USA,100,100,9678115375,12,4931017,8,1,46627102,14,99,0,323071342,12,58598680,18,5375386,81,0,57904,17,78,3.1,87,0.16,20.615,9869.742382,57170,95,23037,67.9,1.048,4.868999958,0.471296832,37.65942912,122.32,0.092450112,3.334435592,9.8
UZB,100,100,2430481548,22,27267,4,2,1170899,3,91,1,31847900,21,15716939,49,65321,50,1,2117,6,71,76,67,5.9,16.7226,135.1111585,2230,99,14029,48.2,1.081,5.159999847,0.138156676,10.85300108,157.08,0.472338157,100,2.7
VEN,99,100,67891034,19,284175,5,2,1404448,4,97,1,31568179,66,3736094,11,310173,88,1,13561,3,74,32,80,2.5,85.8336,953.5,12340,84,13335,63.4,1.05,7.460000038,0.085529165,24.26626192,107.73,15.35,99.93307859,5.6
VNM,100,100,242145860,16,2785940,5,1,72793,0,89,1,94569072,41,61933285,65,6420471,34,3,2170,5,76,133,81,13,29.0386,122.8411739,2060,96,26736,18.3,1.102,1.850999951,0.073998823,5.919500828,136.18,1.070620603,100,8.4
YEM,71,97,0,31,154450,6,3,344131,1,67,2,27584213,0,17821057,64,154450,35,4,1320,5,64,48,71,6.9,61.816,76,1250,71,37308,48.8,1.05,13.52400017,0.04524327,4.226431981,141.69,0.590562839,100,0.1
ZAF,84,92,4196061320,20,622070,9,2,3142511,5,84,1,56015473,1,19414403,34,630064,65,2,5279,8,62,618,68,39,44.424,428.1760176,5490,66,35010,53.8,1.03,26.5510006,0.223152628,8.074286903,116.66,0.005135075,100,9.3
ZMB,27,62,1499079545,38,83918,7,4,127915,0,59,3,16591390,98,9550336,57,114203,42,4,1262,4,61,376,62,28,85.9728,56.5441821,1360,91,26748,27.8,1.03,7.372000217,0.229034457,0.611202557,179.77,0,100,4.8
ZWE,38,85,525385729,33,15711,8,3,398866,2,67,2,16150362,55,10934441,67,25796,32,2,1272,9,61,233,71,12,105.8182,93.94222513,1120,90,20302,38.2,1.02,5.238999844,0.247672467,1.892960666,88.75,0,100,4.8
